alert_id,user_id,amount,segment,country,channel,timestamp_utc,time_gap,num_transactions,typology,source_system,alert_risk_band
ALT90395,USR8925,3248.68,corporate,US,bank_transfer,2026-02-12T05:33:46Z,86400.0,1,cross_border,Oracle FCC,HIGH
ALT39481,USR70515,8600.99,smb,US,bank_transfer,2026-02-16T13:53:46Z,86400.0,1,cross_border,Oracle FCC,LOW
ALT5466,USR43301,2074.62,corporate,US,bank_transfer,2026-02-27T21:10:46Z,86400.0,1,structuring,FICO,LOW
ALT31784,USR68647,69.7,retail,US,bank_transfer,2026-02-08T17:57:46Z,86400.0,1,low_buyer_diversity,Actimize,LOW
ALT93650,USR63165,496.31,corporate,US,bank_transfer,2026-02-17T12:42:46Z,86400.0,1,smurfing,SAS,LOW
ALT76415,USR43960,3116.78,smb,US,bank_transfer,2026-02-08T01:20:46Z,86400.0,1,sanctions,Actimize,LOW
ALT83909,USR28832,428.1,private_banking,US,bank_transfer,2026-03-07T23:48:46Z,86400.0,1,bank_alert,NICE,LOW
ALT91248,USR43887,12458.51,smb,US,bank_transfer,2026-03-01T03:54:46Z,86400.0,1,low_buyer_diversity,Oracle FCC,LOW
ALT12632,USR28832,997.48,retail,US,bank_transfer,2026-02-14T15:40:46Z,86400.0,1,sanctions,FICO,LOW
ALT28984,USR80489,1246.22,corporate,US,bank_transfer,2026-02-13T06:59:46Z,86400.0,1,burst_activity,Actimize,MEDIUM
ALT6922,USR12811,5926.07,retail,US,bank_transfer,2026-02-10T07:30:46Z,86400.0,1,structuring,Actimize,MEDIUM
ALT1468,USR68248,17323.091258978333,private_banking,US,bank_transfer,2026-02-21T12:45:46Z,86400.0,1,sanctions,Oracle FCC,HIGH
ALT83635,USR23955,1428.55,smb,US,bank_transfer,2026-03-01T22:48:46Z,86400.0,1,smurfing,SAS,LOW
ALT93756,USR78605,4224.62,private_banking,US,bank_transfer,2026-02-24T20:54:46Z,86400.0,1,rapid_velocity,Actimize,LOW
ALT16419,USR18254,120.49,corporate,US,bank_transfer,2026-03-05T18:37:46Z,86400.0,1,high_risk_country,Actimize,LOW
ALT72494,USR83272,714.84,smb,US,bank_transfer,2026-02-17T15:49:46Z,86400.0,1,high_risk_country,SAS,LOW
ALT53954,USR44568,3803.7,corporate,US,bank_transfer,2026-02-15T16:31:46Z,86400.0,1,flow_through,NICE,LOW
ALT7853,USR66484,1210.03,retail,US,bank_transfer,2026-02-21T16:28:46Z,86400.0,1,sanctions,Oracle FCC,LOW
ALT91657,USR65442,24293.60552491548,retail,US,bank_transfer,2026-02-13T09:47:46Z,86400.0,1,sanctions,SAS,HIGH
ALT87251,USR97561,103.14,private_banking,US,bank_transfer,2026-03-08T14:44:46Z,86400.0,1,burst_activity,NICE,MEDIUM
ALT57176,USR33019,86.92,private_banking,US,bank_transfer,2026-02-12T22:02:46Z,86400.0,1,cross_border,Actimize,LOW
ALT71080,USR85828,14051.724251811826,private_banking,US,bank_transfer,2026-02-21T17:04:46Z,86400.0,1,sanctions,Actimize,HIGH
ALT40325,USR38747,4018.69,smb,US,bank_transfer,2026-02-23T00:07:46Z,86400.0,1,burst_activity,Actimize,LOW
ALT79490,USR49778,820.67,smb,US,bank_transfer,2026-02-09T01:21:46Z,86400.0,1,smurfing,Oracle FCC,LOW
ALT45056,USR12992,14713.88747578722,smb,US,bank_transfer,2026-02-21T09:32:46Z,86400.0,1,sanctions,FICO,CRITICAL
ALT98927,USR46293,3353.67,corporate,US,bank_transfer,2026-02-20T23:40:46Z,86400.0,1,rapid_velocity,Oracle FCC,LOW
ALT7248,USR46671,323.5,corporate,US,bank_transfer,2026-02-15T03:04:46Z,86400.0,1,bank_alert,Actimize,LOW
ALT18042,USR3726,379.83,private_banking,US,bank_transfer,2026-02-11T04:25:46Z,86400.0,1,dormant,Actimize,LOW
ALT96905,USR83266,1457.66,private_banking,US,bank_transfer,2026-02-08T16:48:46Z,86400.0,1,bank_alert,Oracle FCC,MEDIUM
ALT29589,USR77837,4256.21,smb,US,bank_transfer,2026-02-07T14:27:46Z,86400.0,1,high_amount_outlier,Actimize,LOW
ALT31754,USR96750,190.77,corporate,US,bank_transfer,2026-02-21T18:57:46Z,86400.0,1,low_buyer_diversity,Actimize,LOW
ALT79335,USR94029,814.91,corporate,US,bank_transfer,2026-02-10T00:58:46Z,86400.0,1,sanctions,FICO,LOW
ALT19746,USR75808,760.25,private_banking,US,bank_transfer,2026-03-08T03:00:46Z,86400.0,1,bank_alert,NICE,LOW
ALT51839,USR84168,2052.76,smb,US,bank_transfer,2026-02-14T16:30:46Z,86400.0,1,rapid_velocity,SAS,LOW
ALT29318,USR43960,1082.42,retail,US,bank_transfer,2026-02-26T22:05:46Z,86400.0,1,rapid_velocity,FICO,LOW
ALT20595,USR47570,483.56,smb,US,bank_transfer,2026-02-27T13:11:46Z,86400.0,1,burst_activity,NICE,MEDIUM
ALT96471,USR89311,7135.58,corporate,US,bank_transfer,2026-02-22T05:02:46Z,86400.0,1,burst_activity,FICO,LOW
ALT20789,USR37045,488.39,private_banking,US,bank_transfer,2026-03-05T20:29:46Z,86400.0,1,dormant,SAS,MEDIUM
ALT10334,USR83973,707.58,private_banking,US,bank_transfer,2026-02-10T15:58:46Z,86400.0,1,flow_through,Actimize,LOW
ALT67719,USR70025,100.76,retail,US,bank_transfer,2026-02-14T08:47:46Z,86400.0,1,low_buyer_diversity,FICO,LOW
ALT86862,USR12992,375.99,corporate,US,bank_transfer,2026-02-14T22:02:46Z,86400.0,1,flow_through,Oracle FCC,LOW
ALT13621,USR43887,2378.24,retail,US,bank_transfer,2026-02-11T09:46:46Z,86400.0,1,burst_activity,NICE,LOW
ALT71075,USR9213,1773.84,smb,US,bank_transfer,2026-02-16T04:31:46Z,86400.0,1,high_risk_country,Oracle FCC,LOW
ALT54537,USR75989,2695.33,private_banking,US,bank_transfer,2026-02-16T17:25:46Z,86400.0,1,burst_activity,Actimize,MEDIUM
ALT83171,USR6791,2506.08,private_banking,US,bank_transfer,2026-03-02T06:56:46Z,86400.0,1,dormant,Actimize,LOW
ALT13568,USR77394,25123.8,retail,US,bank_transfer,2026-02-16T09:27:46Z,86400.0,1,low_buyer_diversity,FICO,LOW
ALT97612,USR15428,357.17,retail,US,bank_transfer,2026-03-05T15:30:46Z,86400.0,1,high_risk_country,Actimize,LOW
ALT62291,USR46955,96.63,corporate,US,bank_transfer,2026-03-02T12:36:46Z,86400.0,1,high_amount_outlier,FICO,MEDIUM
ALT84372,USR37045,226.82,smb,US,bank_transfer,2026-03-06T09:27:46Z,86400.0,1,high_amount_outlier,Oracle FCC,MEDIUM
ALT36833,USR23955,381.66,smb,US,bank_transfer,2026-02-10T12:02:46Z,86400.0,1,rapid_velocity,SAS,LOW
ALT94393,USR37045,254.3,private_banking,US,bank_transfer,2026-03-08T21:10:46Z,86400.0,1,burst_activity,FICO,LOW
ALT63009,USR66980,1262.05,private_banking,US,bank_transfer,2026-02-25T18:20:46Z,86400.0,1,high_risk_country,NICE,LOW
ALT13566,USR50560,7179.48,private_banking,US,bank_transfer,2026-03-08T19:35:46Z,86400.0,1,high_amount_outlier,Actimize,MEDIUM
ALT92366,USR78605,11042.3,private_banking,US,bank_transfer,2026-02-17T23:46:46Z,86400.0,1,sanctions,Oracle FCC,LOW
ALT79782,USR88788,2336.62,private_banking,US,bank_transfer,2026-03-07T22:26:46Z,86400.0,1,cross_border,SAS,MEDIUM
ALT30719,USR9722,27225.47,corporate,US,bank_transfer,2026-02-25T00:04:46Z,86400.0,1,sanctions,Oracle FCC,MEDIUM
ALT55021,USR63675,642.55,private_banking,US,bank_transfer,2026-02-09T11:59:46Z,86400.0,1,rapid_velocity,NICE,MEDIUM
ALT39417,USR43521,12733.44336836643,corporate,PA,bank_transfer,2026-02-19T15:34:46Z,86400.0,1,cross_border,Actimize,HIGH
ALT54805,USR45891,5322.87,retail,US,bank_transfer,2026-02-11T11:29:46Z,86400.0,1,cross_border,NICE,CRITICAL
ALT96571,USR78691,69.55,private_banking,US,bank_transfer,2026-03-07T14:00:46Z,86400.0,1,cross_border,Actimize,LOW
ALT89992,USR46293,353.36,private_banking,US,bank_transfer,2026-02-16T11:29:46Z,86400.0,1,structuring,FICO,MEDIUM
ALT22338,USR77837,2392.68,smb,US,bank_transfer,2026-02-14T00:23:46Z,86400.0,1,low_buyer_diversity,Oracle FCC,MEDIUM
ALT97207,USR54656,940.52,smb,US,bank_transfer,2026-02-23T22:22:46Z,86400.0,1,high_risk_country,Oracle FCC,LOW
ALT44356,USR69736,15468.245202065304,corporate,US,bank_transfer,2026-02-20T02:23:46Z,86400.0,1,sanctions,Oracle FCC,HIGH
ALT70778,USR7634,186.57,corporate,US,bank_transfer,2026-02-10T06:06:46Z,86400.0,1,high_risk_country,FICO,CRITICAL
ALT76657,USR41084,1079.01,corporate,US,bank_transfer,2026-03-03T20:09:46Z,86400.0,1,cross_border,FICO,LOW
ALT48810,USR78035,4941.84,smb,US,bank_transfer,2026-03-04T17:15:46Z,86400.0,1,rapid_velocity,SAS,MEDIUM
ALT46208,USR78072,1129.98,private_banking,US,bank_transfer,2026-03-01T15:12:46Z,86400.0,1,bank_alert,Oracle FCC,LOW
ALT46183,USR52647,27878.260429958827,private_banking,US,bank_transfer,2026-02-25T20:20:46Z,86400.0,1,rapid_velocity,FICO,HIGH
ALT86391,USR75808,168.8,private_banking,US,bank_transfer,2026-02-19T10:07:46Z,86400.0,1,low_buyer_diversity,NICE,LOW
ALT39247,USR13979,325.58,corporate,US,bank_transfer,2026-02-23T14:47:46Z,86400.0,1,cross_border,SAS,LOW
ALT28712,USR55457,1975.35,retail,US,bank_transfer,2026-02-22T23:24:46Z,86400.0,1,cross_border,NICE,LOW
ALT36797,USR78691,1836.11,private_banking,US,bank_transfer,2026-02-12T07:18:46Z,86400.0,1,low_buyer_diversity,SAS,LOW
ALT20293,USR44340,330.05,retail,US,bank_transfer,2026-02-09T19:11:46Z,86400.0,1,high_risk_country,NICE,MEDIUM
ALT39758,USR8594,39.8,retail,US,bank_transfer,2026-02-14T22:37:46Z,86400.0,1,dormant,Actimize,LOW
ALT12293,USR16068,2059.09,smb,US,bank_transfer,2026-02-20T23:24:46Z,86400.0,1,cross_border,Actimize,LOW
ALT9885,USR65456,285.27,retail,US,bank_transfer,2026-02-12T03:42:46Z,86400.0,1,structuring,SAS,LOW
ALT72660,USR74336,3082.8,corporate,US,bank_transfer,2026-02-10T13:05:46Z,86400.0,1,structuring,FICO,LOW
ALT8666,USR68304,352.78,smb,US,bank_transfer,2026-03-04T21:40:46Z,86400.0,1,dormant,NICE,MEDIUM
ALT57251,USR28832,249.17,retail,US,bank_transfer,2026-02-18T14:16:46Z,86400.0,1,low_buyer_diversity,SAS,LOW
ALT78206,USR66484,1379.89,retail,US,bank_transfer,2026-02-24T20:55:46Z,86400.0,1,smurfing,Actimize,LOW
ALT72722,USR78605,37667.35,retail,US,bank_transfer,2026-02-23T01:35:46Z,86400.0,1,flow_through,SAS,LOW
ALT45160,USR78605,3372.96,corporate,US,bank_transfer,2026-03-01T09:34:46Z,86400.0,1,bank_alert,FICO,MEDIUM
ALT20169,USR8594,1345.24,private_banking,US,bank_transfer,2026-03-01T12:56:46Z,86400.0,1,structuring,FICO,LOW
ALT93136,USR83272,1878.59,smb,US,bank_transfer,2026-02-16T05:25:46Z,86400.0,1,bank_alert,NICE,LOW
ALT83680,USR68647,79.31,retail,US,bank_transfer,2026-03-04T18:46:46Z,86400.0,1,low_buyer_diversity,SAS,LOW
ALT61609,USR90552,203.67,corporate,US,bank_transfer,2026-02-18T11:35:46Z,86400.0,1,dormant,NICE,LOW
ALT9589,USR24547,25.37,private_banking,US,bank_transfer,2026-03-04T09:37:46Z,86400.0,1,low_buyer_diversity,NICE,MEDIUM
ALT4482,USR4380,24751.988974880154,retail,US,bank_transfer,2026-02-19T11:46:46Z,86400.0,1,cross_border,NICE,HIGH
ALT32206,USR56873,10840.88,private_banking,US,bank_transfer,2026-02-10T16:11:46Z,86400.0,1,high_amount_outlier,FICO,MEDIUM
ALT16594,USR73574,1976.79,retail,US,bank_transfer,2026-03-02T03:29:46Z,86400.0,1,dormant,Oracle FCC,CRITICAL
ALT86174,USR37079,1343.02,smb,US,bank_transfer,2026-02-08T05:59:46Z,86400.0,1,high_risk_country,SAS,LOW
ALT21375,USR44568,106.98,corporate,US,bank_transfer,2026-03-02T12:22:46Z,86400.0,1,dormant,NICE,LOW
ALT28982,USR0736,789.22,retail,US,bank_transfer,2026-02-08T15:21:46Z,86400.0,1,rapid_velocity,Actimize,MEDIUM
ALT97596,USR11452,16132.45,smb,US,bank_transfer,2026-02-13T13:11:46Z,86400.0,1,high_risk_country,Actimize,LOW
ALT82006,USR43521,22245.16252623894,retail,US,bank_transfer,2026-02-25T10:42:46Z,86400.0,1,structuring,Oracle FCC,HIGH
ALT22651,USR40241,470.14,retail,US,bank_transfer,2026-03-07T14:11:46Z,86400.0,1,smurfing,FICO,LOW
ALT38970,USR76783,78.48,private_banking,US,bank_transfer,2026-02-19T14:23:46Z,86400.0,1,rapid_velocity,NICE,LOW
ALT52059,USR76783,8694.61,retail,US,bank_transfer,2026-02-10T23:09:46Z,86400.0,1,smurfing,NICE,LOW
ALT66762,USR46293,23155.06712582927,retail,US,bank_transfer,2026-02-14T07:58:46Z,86400.0,1,structuring,NICE,HIGH
ALT93680,USR8594,78.64,retail,US,bank_transfer,2026-03-06T05:29:46Z,86400.0,1,high_amount_outlier,SAS,LOW
ALT87240,USR97561,274.13,retail,US,bank_transfer,2026-03-01T03:31:46Z,86400.0,1,dormant,Actimize,MEDIUM
ALT97741,USR8925,161.37,corporate,US,bank_transfer,2026-02-10T08:34:46Z,86400.0,1,bank_alert,Actimize,LOW
ALT5023,USR94029,899.99,private_banking,US,bank_transfer,2026-02-18T21:24:46Z,86400.0,1,sanctions,Oracle FCC,LOW
ALT24399,USR19463,1496.69,retail,US,bank_transfer,2026-02-15T06:45:46Z,86400.0,1,high_risk_country,SAS,MEDIUM
ALT56736,USR13975,515.52,corporate,US,bank_transfer,2026-02-12T16:19:46Z,86400.0,1,high_amount_outlier,FICO,LOW
ALT5862,USR43714,3517.73,smb,US,bank_transfer,2026-03-04T17:44:46Z,86400.0,1,cross_border,FICO,LOW
ALT36178,USR43960,1234.23,retail,US,bank_transfer,2026-02-25T21:02:46Z,86400.0,1,structuring,Actimize,LOW
ALT16206,USR56873,5396.3,corporate,US,bank_transfer,2026-02-12T17:31:46Z,86400.0,1,rapid_velocity,FICO,MEDIUM
ALT93358,USR44340,641.76,retail,US,bank_transfer,2026-02-26T20:47:46Z,86400.0,1,rapid_velocity,Actimize,HIGH
ALT7269,USR36390,105660.71,corporate,US,bank_transfer,2026-02-19T18:03:46Z,86400.0,1,burst_activity,Actimize,LOW
ALT15691,USR9417,470.25,corporate,US,bank_transfer,2026-02-09T04:32:46Z,86400.0,1,sanctions,Actimize,LOW
ALT20317,USR74336,282.87,corporate,US,bank_transfer,2026-02-20T20:10:46Z,86400.0,1,high_amount_outlier,Oracle FCC,LOW
ALT15710,USR63675,235.23,retail,US,bank_transfer,2026-02-12T21:39:46Z,86400.0,1,low_buyer_diversity,FICO,LOW
ALT57287,USR20146,799.18,smb,US,bank_transfer,2026-02-14T16:52:46Z,86400.0,1,burst_activity,Oracle FCC,LOW
ALT37070,USR70051,83.15,corporate,US,bank_transfer,2026-03-05T17:09:46Z,86400.0,1,structuring,FICO,MEDIUM
ALT91331,USR44340,1705.89,private_banking,US,bank_transfer,2026-02-28T15:39:46Z,86400.0,1,structuring,SAS,LOW
ALT26820,USR24547,19388.50056462713,retail,US,bank_transfer,2026-02-11T08:49:46Z,86400.0,1,high_amount_outlier,NICE,HIGH
ALT54184,USR36390,1397.59,smb,US,bank_transfer,2026-03-04T21:14:46Z,86400.0,1,sanctions,Oracle FCC,LOW
ALT66348,USR13975,144.48,private_banking,US,bank_transfer,2026-02-24T13:47:46Z,86400.0,1,low_buyer_diversity,FICO,LOW
ALT62972,USR45038,618.97,smb,US,bank_transfer,2026-03-05T13:58:46Z,86400.0,1,burst_activity,Actimize,LOW
ALT79841,USR73574,2715.72,smb,US,bank_transfer,2026-03-01T18:10:46Z,86400.0,1,sanctions,SAS,HIGH
ALT20984,USR68304,34754.23,private_banking,US,bank_transfer,2026-02-17T12:35:46Z,86400.0,1,smurfing,Oracle FCC,MEDIUM
ALT51237,USR22723,217.67,private_banking,US,bank_transfer,2026-02-23T09:23:46Z,86400.0,1,sanctions,FICO,LOW
ALT80256,USR35452,15216.608408775388,corporate,US,bank_transfer,2026-02-23T06:29:46Z,86400.0,1,high_amount_outlier,Oracle FCC,CRITICAL
ALT86437,USR45891,370.32,corporate,US,bank_transfer,2026-02-28T22:38:46Z,86400.0,1,smurfing,FICO,LOW
ALT62160,USR65442,297.43,corporate,US,bank_transfer,2026-02-14T19:08:46Z,86400.0,1,dormant,Actimize,LOW
ALT65536,USR49778,375.23,smb,US,bank_transfer,2026-02-17T08:06:46Z,86400.0,1,rapid_velocity,Oracle FCC,LOW
ALT86548,USR6791,3774.79,private_banking,US,bank_transfer,2026-02-14T16:32:46Z,86400.0,1,smurfing,NICE,MEDIUM
ALT62861,USR41084,25232.52034557592,retail,US,bank_transfer,2026-02-16T05:30:46Z,86400.0,1,sanctions,NICE,HIGH
ALT94934,USR78035,32015.3,retail,US,bank_transfer,2026-02-12T04:23:46Z,86400.0,1,bank_alert,Oracle FCC,LOW
ALT13631,USR36390,2046.67,corporate,US,bank_transfer,2026-02-08T10:35:46Z,86400.0,1,bank_alert,Actimize,LOW
ALT35441,USR45038,241.05,private_banking,US,bank_transfer,2026-03-07T13:05:46Z,86400.0,1,sanctions,Oracle FCC,HIGH
ALT12105,USR41084,632.67,private_banking,US,bank_transfer,2026-02-09T13:47:46Z,86400.0,1,high_risk_country,SAS,LOW
ALT9967,USR62975,329.39,corporate,US,bank_transfer,2026-03-05T23:38:46Z,86400.0,1,burst_activity,Oracle FCC,LOW
ALT47721,USR22723,3641.33,smb,US,bank_transfer,2026-02-07T10:29:46Z,86400.0,1,structuring,Actimize,LOW
ALT23366,USR33019,93.86,smb,US,bank_transfer,2026-03-02T15:58:46Z,86400.0,1,smurfing,FICO,MEDIUM
ALT41308,USR8594,15003.568960943729,smb,US,bank_transfer,2026-02-17T04:44:46Z,86400.0,1,sanctions,NICE,HIGH
ALT44345,USR65442,451.55,smb,US,bank_transfer,2026-02-22T20:59:46Z,86400.0,1,cross_border,Actimize,LOW
ALT62470,USR66484,27492.95079172604,smb,US,bank_transfer,2026-02-15T19:28:46Z,86400.0,1,structuring,Actimize,CRITICAL
ALT94622,USR45891,6971.53,retail,US,bank_transfer,2026-02-22T01:31:46Z,86400.0,1,flow_through,Oracle FCC,LOW
ALT85088,USR92251,8697.69,smb,US,bank_transfer,2026-02-20T21:24:46Z,86400.0,1,low_buyer_diversity,Actimize,LOW
ALT38452,USR78691,2427.71,private_banking,US,bank_transfer,2026-02-23T05:42:46Z,86400.0,1,burst_activity,NICE,MEDIUM
ALT33232,USR23955,968.42,corporate,US,bank_transfer,2026-02-19T03:26:46Z,86400.0,1,high_risk_country,Oracle FCC,LOW
ALT77305,USR6791,3611.72,retail,US,bank_transfer,2026-02-23T10:36:46Z,86400.0,1,low_buyer_diversity,NICE,MEDIUM
ALT13241,USR55564,197.01,smb,US,bank_transfer,2026-03-04T02:36:46Z,86400.0,1,burst_activity,FICO,MEDIUM
ALT54506,USR50560,68.92,smb,US,bank_transfer,2026-02-20T09:10:46Z,86400.0,1,dormant,FICO,LOW
ALT42878,USR70515,2111.08,smb,US,bank_transfer,2026-02-18T04:28:46Z,86400.0,1,flow_through,NICE,LOW
ALT19097,USR24547,242.62,corporate,US,bank_transfer,2026-02-11T07:08:46Z,86400.0,1,cross_border,FICO,MEDIUM
ALT62027,USR45891,994.3,private_banking,US,bank_transfer,2026-02-18T03:16:46Z,86400.0,1,sanctions,FICO,LOW
ALT32752,USR3726,1312.17,corporate,US,bank_transfer,2026-02-11T02:45:46Z,86400.0,1,sanctions,Actimize,CRITICAL
ALT19374,USR77837,1591.1,smb,US,bank_transfer,2026-02-12T19:41:46Z,86400.0,1,rapid_velocity,NICE,LOW
ALT65665,USR11452,4476.91,retail,US,bank_transfer,2026-03-07T21:54:46Z,86400.0,1,rapid_velocity,NICE,LOW
ALT18245,USR46293,3820.41,retail,US,bank_transfer,2026-02-10T00:39:46Z,86400.0,1,structuring,NICE,LOW
ALT67611,USR94029,1469.24,private_banking,US,bank_transfer,2026-02-21T19:20:46Z,86400.0,1,dormant,Actimize,MEDIUM
ALT17047,USR70515,565.09,corporate,US,bank_transfer,2026-03-04T08:58:46Z,86400.0,1,low_buyer_diversity,NICE,MEDIUM
ALT44040,USR92251,1289.03,corporate,US,bank_transfer,2026-03-07T22:35:46Z,86400.0,1,bank_alert,NICE,LOW
ALT80990,USR4380,14886.021542210696,corporate,US,bank_transfer,2026-02-11T17:55:46Z,86400.0,1,structuring,Actimize,HIGH
ALT23635,USR88788,816.77,private_banking,US,bank_transfer,2026-02-12T06:03:46Z,86400.0,1,smurfing,Oracle FCC,MEDIUM
ALT76994,USR63165,55673.53,private_banking,US,bank_transfer,2026-02-18T12:33:46Z,86400.0,1,high_risk_country,FICO,LOW
ALT72468,USR11452,1441.28,retail,US,bank_transfer,2026-02-23T23:27:46Z,86400.0,1,smurfing,FICO,LOW
ALT90362,USR55457,2154.62,smb,US,bank_transfer,2026-03-08T03:20:46Z,86400.0,1,flow_through,NICE,LOW
ALT17718,USR47156,380.61,retail,US,bank_transfer,2026-02-13T13:50:46Z,86400.0,1,sanctions,FICO,LOW
ALT71795,USR85858,5065.0,smb,US,bank_transfer,2026-02-12T06:38:46Z,86400.0,1,dormant,FICO,LOW
ALT93729,USR54542,3430.32,corporate,US,bank_transfer,2026-02-14T22:34:46Z,86400.0,1,high_amount_outlier,SAS,LOW
ALT76538,USR78155,3466.94,retail,US,bank_transfer,2026-03-05T13:47:46Z,86400.0,1,low_buyer_diversity,Oracle FCC,LOW
ALT19602,USR66839,1513.74,retail,US,bank_transfer,2026-02-08T05:55:46Z,86400.0,1,low_buyer_diversity,Oracle FCC,LOW
ALT82393,USR43960,5173.4,smb,US,bank_transfer,2026-02-18T17:58:46Z,86400.0,1,structuring,Actimize,MEDIUM
ALT11623,USR27675,7387.38,corporate,US,bank_transfer,2026-02-10T21:55:46Z,86400.0,1,dormant,NICE,MEDIUM
ALT59294,USR76113,1676.81,corporate,US,bank_transfer,2026-02-12T01:22:46Z,86400.0,1,sanctions,Actimize,LOW
ALT50266,USR36390,923.42,retail,US,bank_transfer,2026-03-06T20:24:46Z,86400.0,1,burst_activity,SAS,MEDIUM
ALT53576,USR83266,4195.87,retail,US,bank_transfer,2026-02-07T09:28:46Z,86400.0,1,flow_through,Oracle FCC,LOW
ALT52434,USR8925,282.54,private_banking,US,bank_transfer,2026-02-16T23:47:46Z,86400.0,1,sanctions,Actimize,LOW
ALT4116,USR16068,373.55,corporate,US,bank_transfer,2026-03-06T19:23:46Z,86400.0,1,flow_through,SAS,LOW
ALT51310,USR22723,1012.37,private_banking,US,bank_transfer,2026-02-25T14:08:46Z,86400.0,1,structuring,SAS,LOW
ALT93736,USR54542,80.48,private_banking,US,bank_transfer,2026-02-09T11:56:46Z,86400.0,1,bank_alert,NICE,LOW
ALT44229,USR43960,3794.82,private_banking,US,bank_transfer,2026-02-21T07:05:46Z,86400.0,1,cross_border,FICO,LOW
ALT28414,USR88788,258.69,corporate,US,bank_transfer,2026-03-08T11:21:46Z,86400.0,1,sanctions,FICO,MEDIUM
ALT99485,USR66839,540.65,private_banking,US,bank_transfer,2026-02-19T08:36:46Z,86400.0,1,rapid_velocity,Oracle FCC,LOW
ALT10800,USR0736,796.38,smb,US,bank_transfer,2026-02-23T04:53:46Z,86400.0,1,cross_border,FICO,MEDIUM
ALT49141,USR15428,1163.2,private_banking,US,bank_transfer,2026-02-23T07:14:46Z,86400.0,1,sanctions,NICE,LOW
ALT51746,USR40241,654.92,smb,US,bank_transfer,2026-02-27T03:48:46Z,86400.0,1,high_risk_country,Actimize,LOW
ALT48316,USR94029,991.23,smb,US,bank_transfer,2026-02-12T23:05:46Z,86400.0,1,high_risk_country,SAS,MEDIUM
ALT92249,USR88788,1002.81,corporate,US,bank_transfer,2026-03-04T12:51:46Z,86400.0,1,sanctions,Oracle FCC,LOW
ALT42754,USR9417,560.85,smb,US,bank_transfer,2026-03-09T00:04:46Z,86400.0,1,sanctions,Oracle FCC,HIGH
ALT97355,USR75808,343.85,retail,US,bank_transfer,2026-02-11T14:55:46Z,86400.0,1,high_risk_country,NICE,MEDIUM
ALT7615,USR78155,5553.65,private_banking,US,bank_transfer,2026-03-03T21:27:46Z,86400.0,1,rapid_velocity,SAS,MEDIUM
ALT73658,USR89807,46.68,smb,US,bank_transfer,2026-03-03T20:27:46Z,86400.0,1,high_risk_country,Actimize,LOW
ALT59702,USR80475,805.47,private_banking,US,bank_transfer,2026-03-01T14:14:46Z,86400.0,1,cross_border,Oracle FCC,MEDIUM
ALT24813,USR19990,542.75,smb,TR,bank_transfer,2026-02-18T11:18:46Z,86400.0,1,high_risk_country,NICE,HIGH
ALT23568,USR18946,20687.612639100684,private_banking,AE,bank_transfer,2026-02-21T09:47:46Z,86400.0,1,cross_border,SAS,HIGH
ALT72247,USR31236,123.79,corporate,US,bank_transfer,2026-03-04T12:30:46Z,86400.0,1,structuring,FICO,LOW
ALT64122,USR22690,17338.968356308407,private_banking,US,bank_transfer,2026-02-11T22:21:46Z,86400.0,1,sanctions,NICE,HIGH
ALT61505,USR28832,940.55,private_banking,US,bank_transfer,2026-03-04T04:58:46Z,86400.0,1,low_buyer_diversity,FICO,LOW
ALT6032,USR16522,5459.49,retail,US,bank_transfer,2026-03-06T23:09:46Z,86400.0,1,sanctions,Oracle FCC,LOW
ALT60189,USR4380,1804.93,private_banking,US,bank_transfer,2026-02-27T19:13:46Z,86400.0,1,low_buyer_diversity,Actimize,LOW
ALT98156,USR28832,185.82,private_banking,US,bank_transfer,2026-02-17T14:04:46Z,86400.0,1,bank_alert,SAS,LOW
ALT2714,USR79683,527.84,corporate,US,bank_transfer,2026-02-24T02:52:46Z,86400.0,1,high_amount_outlier,Actimize,HIGH
ALT47431,USR82762,4142.59,private_banking,US,bank_transfer,2026-02-08T20:21:46Z,86400.0,1,bank_alert,NICE,LOW
ALT49942,USR84168,181.06,private_banking,US,bank_transfer,2026-03-07T07:10:46Z,86400.0,1,burst_activity,NICE,MEDIUM
ALT89777,USR92251,974.61,corporate,US,bank_transfer,2026-02-17T14:48:46Z,86400.0,1,cross_border,Oracle FCC,MEDIUM
ALT29001,USR9417,1081.73,smb,US,bank_transfer,2026-02-09T01:23:46Z,86400.0,1,high_risk_country,FICO,MEDIUM
ALT48080,USR70025,614.82,private_banking,US,bank_transfer,2026-03-03T04:17:46Z,86400.0,1,smurfing,Actimize,LOW
ALT72001,USR82275,62544.13,retail,US,bank_transfer,2026-02-27T01:43:46Z,86400.0,1,low_buyer_diversity,FICO,LOW
ALT6972,USR63165,590.46,corporate,US,bank_transfer,2026-02-26T00:38:46Z,86400.0,1,high_risk_country,Actimize,HIGH
ALT80307,USR11452,2153.07,private_banking,US,bank_transfer,2026-02-08T23:13:46Z,86400.0,1,rapid_velocity,NICE,LOW
ALT82398,USR85507,347.42,private_banking,US,bank_transfer,2026-03-01T20:53:46Z,86400.0,1,sanctions,NICE,MEDIUM
ALT72244,USR69736,2420.24,smb,US,bank_transfer,2026-02-26T11:09:46Z,86400.0,1,rapid_velocity,Oracle FCC,LOW
