alert_id,user_id,amount,segment,country,channel,timestamp_utc,time_gap,num_transactions,typology,source_system,alert_risk_band
ALT91248,USR43887,12458.51,smb,US,bank_transfer,2026-02-08T02:21:34Z,86400,1,low_buyer_diversity,Oracle FCC,LOW
ALT12632,USR28832,997.48,retail,US,bank_transfer,2026-01-24T14:07:34Z,86400,1,sanctions,FICO,LOW
ALT28984,USR80489,1246.22,corporate,US,bank_transfer,2026-01-23T05:26:34Z,86400,1,burst_activity,Actimize,MEDIUM
ALT6922,USR12811,5926.07,retail,US,bank_transfer,2026-01-20T05:57:34Z,86400,1,structuring,Actimize,MEDIUM
ALT1468,USR68248,17323.091258978333,private_banking,US,bank_transfer,2026-01-31T11:12:34Z,86400,1,sanctions,Oracle FCC,HIGH
ALT83635,USR23955,1428.55,smb,US,bank_transfer,2026-02-08T21:15:34Z,86400,1,smurfing,SAS,LOW
ALT93756,USR78605,4224.62,private_banking,US,bank_transfer,2026-02-03T19:21:34Z,86400,1,rapid_velocity,Actimize,LOW
ALT16419,USR18254,120.49,corporate,US,bank_transfer,2026-02-12T17:04:34Z,86400,1,high_risk_country,Actimize,LOW
ALT72494,USR83272,714.84,smb,US,bank_transfer,2026-01-27T14:16:34Z,86400,1,high_risk_country,SAS,LOW
ALT53954,USR44568,3803.7,corporate,US,bank_transfer,2026-01-25T14:58:34Z,86400,1,flow_through,NICE,LOW
ALT7853,USR66484,1210.03,retail,US,bank_transfer,2026-01-31T14:55:34Z,86400,1,sanctions,Oracle FCC,LOW
ALT91657,USR65442,24293.605524915478,retail,US,bank_transfer,2026-01-23T08:14:34Z,86400,1,sanctions,SAS,HIGH
ALT87251,USR97561,103.14,private_banking,US,bank_transfer,2026-02-15T13:11:34Z,86400,1,burst_activity,NICE,MEDIUM
ALT57176,USR33019,86.92,private_banking,US,bank_transfer,2026-01-22T20:29:34Z,86400,1,cross_border,Actimize,LOW
ALT71080,USR85828,14051.724251811826,private_banking,US,bank_transfer,2026-01-31T15:31:34Z,86400,1,sanctions,Actimize,HIGH
ALT40325,USR38747,4018.69,smb,US,bank_transfer,2026-02-01T22:34:34Z,86400,1,burst_activity,Actimize,LOW
ALT79490,USR49778,820.67,smb,US,bank_transfer,2026-01-18T23:48:34Z,86400,1,smurfing,Oracle FCC,LOW
ALT45056,USR12992,14713.88747578722,smb,US,bank_transfer,2026-01-31T07:59:34Z,86400,1,sanctions,FICO,CRITICAL
ALT98927,USR46293,3353.67,corporate,US,bank_transfer,2026-01-30T22:07:34Z,86400,1,rapid_velocity,Oracle FCC,LOW
ALT7248,USR46671,323.5,corporate,US,bank_transfer,2026-01-25T01:31:34Z,86400,1,bank_alert,Actimize,LOW
ALT18042,USR3726,379.83,private_banking,US,bank_transfer,2026-01-21T02:52:34Z,86400,1,dormant,Actimize,LOW
ALT96905,USR83266,1457.66,private_banking,US,bank_transfer,2026-01-18T15:15:34Z,86400,1,bank_alert,Oracle FCC,MEDIUM
ALT29589,USR77837,4256.21,smb,US,bank_transfer,2026-01-17T12:54:34Z,86400,1,high_amount_outlier,Actimize,LOW
ALT31754,USR96750,190.77,corporate,US,bank_transfer,2026-01-31T17:24:34Z,86400,1,low_buyer_diversity,Actimize,LOW
ALT79335,USR94029,814.91,corporate,US,bank_transfer,2026-01-19T23:25:34Z,86400,1,sanctions,FICO,LOW
ALT19746,USR75808,760.25,private_banking,US,bank_transfer,2026-02-15T01:27:34Z,86400,1,bank_alert,NICE,LOW
ALT51839,USR84168,2052.76,smb,US,bank_transfer,2026-01-24T14:57:34Z,86400,1,rapid_velocity,SAS,LOW
ALT29318,USR43960,1082.42,retail,US,bank_transfer,2026-02-05T20:32:34Z,86400,1,rapid_velocity,FICO,LOW
ALT20595,USR47570,483.56,smb,US,bank_transfer,2026-02-06T11:38:34Z,86400,1,burst_activity,NICE,MEDIUM
ALT96471,USR89311,7135.58,corporate,US,bank_transfer,2026-02-01T03:29:34Z,86400,1,burst_activity,FICO,LOW
ALT20789,USR37045,488.39,private_banking,US,bank_transfer,2026-02-12T18:56:34Z,86400,1,dormant,SAS,MEDIUM
ALT10334,USR83973,707.58,private_banking,US,bank_transfer,2026-01-20T14:25:34Z,86400,1,flow_through,Actimize,LOW
ALT67719,USR70025,100.76,retail,US,bank_transfer,2026-01-24T07:14:34Z,86400,1,low_buyer_diversity,FICO,LOW
ALT86862,USR12992,375.99,corporate,US,bank_transfer,2026-01-24T20:29:34Z,86400,1,flow_through,Oracle FCC,LOW
ALT13621,USR43887,2378.24,retail,US,bank_transfer,2026-01-21T08:13:34Z,86400,1,burst_activity,NICE,LOW
ALT71075,USR9213,1773.84,smb,US,bank_transfer,2026-01-26T02:58:34Z,86400,1,high_risk_country,Oracle FCC,LOW
ALT54537,USR75989,2695.33,private_banking,US,bank_transfer,2026-01-26T15:52:34Z,86400,1,burst_activity,Actimize,MEDIUM
ALT83171,USR6791,2506.08,private_banking,US,bank_transfer,2026-02-09T05:23:34Z,86400,1,dormant,Actimize,LOW
ALT13568,USR77394,25123.8,retail,US,bank_transfer,2026-01-26T07:54:34Z,86400,1,low_buyer_diversity,FICO,LOW
ALT97612,USR15428,357.17,retail,US,bank_transfer,2026-02-12T13:57:34Z,86400,1,high_risk_country,Actimize,LOW
ALT62291,USR46955,96.63,corporate,US,bank_transfer,2026-02-09T11:03:34Z,86400,1,high_amount_outlier,FICO,MEDIUM
ALT84372,USR37045,226.82,smb,US,bank_transfer,2026-02-13T07:54:34Z,86400,1,high_amount_outlier,Oracle FCC,MEDIUM
ALT36833,USR23955,381.66,smb,US,bank_transfer,2026-01-20T10:29:34Z,86400,1,rapid_velocity,SAS,LOW
ALT94393,USR37045,254.3,private_banking,US,bank_transfer,2026-02-15T19:37:34Z,86400,1,burst_activity,FICO,LOW
ALT63009,USR66980,1262.05,private_banking,US,bank_transfer,2026-02-04T16:47:34Z,86400,1,high_risk_country,NICE,LOW
ALT13566,USR50560,7179.48,private_banking,US,bank_transfer,2026-02-15T18:02:34Z,86400,1,high_amount_outlier,Actimize,MEDIUM
ALT92366,USR78605,11042.3,private_banking,US,bank_transfer,2026-01-27T22:13:34Z,86400,1,sanctions,Oracle FCC,LOW
ALT79782,USR88788,2336.62,private_banking,US,bank_transfer,2026-02-14T20:53:34Z,86400,1,cross_border,SAS,MEDIUM
ALT30719,USR9722,27225.47,corporate,US,bank_transfer,2026-02-03T22:31:34Z,86400,1,sanctions,Oracle FCC,MEDIUM
ALT55021,USR63675,642.55,private_banking,US,bank_transfer,2026-01-19T10:26:34Z,86400,1,rapid_velocity,NICE,MEDIUM
ALT39417,USR43521,12733.44336836643,corporate,PA,bank_transfer,2026-01-29T14:01:34Z,86400,1,cross_border,Actimize,HIGH
ALT54805,USR45891,5322.87,retail,US,bank_transfer,2026-01-21T09:56:34Z,86400,1,cross_border,NICE,CRITICAL
ALT96571,USR78691,69.55,private_banking,US,bank_transfer,2026-02-14T12:27:34Z,86400,1,cross_border,Actimize,LOW
ALT89992,USR46293,353.36,private_banking,US,bank_transfer,2026-01-26T09:56:34Z,86400,1,structuring,FICO,MEDIUM
ALT22338,USR77837,2392.68,smb,US,bank_transfer,2026-01-23T22:50:34Z,86400,1,low_buyer_diversity,Oracle FCC,MEDIUM
ALT97207,USR54656,940.52,smb,US,bank_transfer,2026-02-02T20:49:34Z,86400,1,high_risk_country,Oracle FCC,LOW
ALT44356,USR69736,15468.245202065304,corporate,US,bank_transfer,2026-01-30T00:50:34Z,86400,1,sanctions,Oracle FCC,HIGH
ALT70778,USR7634,186.57,corporate,US,bank_transfer,2026-01-20T04:33:34Z,86400,1,high_risk_country,FICO,CRITICAL
ALT76657,USR41084,1079.01,corporate,US,bank_transfer,2026-02-10T18:36:34Z,86400,1,cross_border,FICO,LOW
ALT48810,USR78035,4941.84,smb,US,bank_transfer,2026-02-11T15:42:34Z,86400,1,rapid_velocity,SAS,MEDIUM
ALT46208,USR78072,1129.98,private_banking,US,bank_transfer,2026-02-08T13:39:34Z,86400,1,bank_alert,Oracle FCC,LOW
ALT46183,USR52647,27878.260429958827,private_banking,US,bank_transfer,2026-02-04T18:47:34Z,86400,1,rapid_velocity,FICO,HIGH
ALT86391,USR75808,168.8,private_banking,US,bank_transfer,2026-01-29T08:34:34Z,86400,1,low_buyer_diversity,NICE,LOW
ALT39247,USR13979,325.58,corporate,US,bank_transfer,2026-02-02T13:14:34Z,86400,1,cross_border,SAS,LOW
ALT28712,USR55457,1975.35,retail,US,bank_transfer,2026-02-01T21:51:34Z,86400,1,cross_border,NICE,LOW
ALT36797,USR78691,1836.11,private_banking,US,bank_transfer,2026-01-22T05:45:34Z,86400,1,low_buyer_diversity,SAS,LOW
ALT20293,USR44340,330.05,retail,US,bank_transfer,2026-01-19T17:38:34Z,86400,1,high_risk_country,NICE,MEDIUM
ALT39758,USR8594,39.8,retail,US,bank_transfer,2026-01-24T21:04:34Z,86400,1,dormant,Actimize,LOW
ALT12293,USR16068,2059.09,smb,US,bank_transfer,2026-01-30T21:51:34Z,86400,1,cross_border,Actimize,LOW
ALT9885,USR65456,285.27,retail,US,bank_transfer,2026-01-22T02:09:34Z,86400,1,structuring,SAS,LOW
ALT72660,USR74336,3082.8,corporate,US,bank_transfer,2026-01-20T11:32:34Z,86400,1,structuring,FICO,LOW
ALT8666,USR68304,352.78,smb,US,bank_transfer,2026-02-11T20:07:34Z,86400,1,dormant,NICE,MEDIUM
ALT57251,USR28832,249.17,retail,US,bank_transfer,2026-01-28T12:43:34Z,86400,1,low_buyer_diversity,SAS,LOW
ALT78206,USR66484,1379.89,retail,US,bank_transfer,2026-02-03T19:22:34Z,86400,1,smurfing,Actimize,LOW
ALT72722,USR78605,37667.35,retail,US,bank_transfer,2026-02-02T00:02:34Z,86400,1,flow_through,SAS,LOW
ALT45160,USR78605,3372.96,corporate,US,bank_transfer,2026-02-08T08:01:34Z,86400,1,bank_alert,FICO,MEDIUM
ALT20169,USR8594,1345.24,private_banking,US,bank_transfer,2026-02-08T11:23:34Z,86400,1,structuring,FICO,LOW
ALT93136,USR83272,1878.59,smb,US,bank_transfer,2026-01-26T03:52:34Z,86400,1,bank_alert,NICE,LOW
ALT83680,USR68647,79.31,retail,US,bank_transfer,2026-02-11T17:13:34Z,86400,1,low_buyer_diversity,SAS,LOW
ALT61609,USR90552,203.67,corporate,US,bank_transfer,2026-01-28T10:02:34Z,86400,1,dormant,NICE,LOW
ALT9589,USR24547,25.37,private_banking,US,bank_transfer,2026-02-11T08:04:34Z,86400,1,low_buyer_diversity,NICE,MEDIUM
ALT4482,USR4380,24751.988974880154,retail,US,bank_transfer,2026-01-29T10:13:34Z,86400,1,cross_border,NICE,HIGH
ALT32206,USR56873,10840.88,private_banking,US,bank_transfer,2026-01-20T14:38:34Z,86400,1,high_amount_outlier,FICO,MEDIUM
ALT16594,USR73574,1976.79,retail,US,bank_transfer,2026-02-09T01:56:34Z,86400,1,dormant,Oracle FCC,CRITICAL
ALT86174,USR37079,1343.02,smb,US,bank_transfer,2026-01-18T04:26:34Z,86400,1,high_risk_country,SAS,LOW
ALT21375,USR44568,106.98,corporate,US,bank_transfer,2026-02-09T10:49:34Z,86400,1,dormant,NICE,LOW
ALT28982,USR0736,789.22,retail,US,bank_transfer,2026-01-18T13:48:34Z,86400,1,rapid_velocity,Actimize,MEDIUM
ALT97596,USR11452,16132.45,smb,US,bank_transfer,2026-01-23T11:38:34Z,86400,1,high_risk_country,Actimize,LOW
ALT82006,USR43521,22245.16252623894,retail,US,bank_transfer,2026-02-04T09:09:34Z,86400,1,structuring,Oracle FCC,HIGH
ALT22651,USR40241,470.14,retail,US,bank_transfer,2026-02-14T12:38:34Z,86400,1,smurfing,FICO,LOW
ALT38970,USR76783,78.48,private_banking,US,bank_transfer,2026-01-29T12:50:34Z,86400,1,rapid_velocity,NICE,LOW
ALT52059,USR76783,8694.61,retail,US,bank_transfer,2026-01-20T21:36:34Z,86400,1,smurfing,NICE,LOW
ALT66762,USR46293,23155.06712582927,retail,US,bank_transfer,2026-01-24T06:25:34Z,86400,1,structuring,NICE,HIGH
ALT93680,USR8594,78.64,retail,US,bank_transfer,2026-02-13T03:56:34Z,86400,1,high_amount_outlier,SAS,LOW
ALT87240,USR97561,274.13,retail,US,bank_transfer,2026-02-08T01:58:34Z,86400,1,dormant,Actimize,MEDIUM
ALT97741,USR8925,161.37,corporate,US,bank_transfer,2026-01-20T07:01:34Z,86400,1,bank_alert,Actimize,LOW
ALT5023,USR94029,899.99,private_banking,US,bank_transfer,2026-01-28T19:51:34Z,86400,1,sanctions,Oracle FCC,LOW
ALT24399,USR19463,1496.69,retail,US,bank_transfer,2026-01-25T05:12:34Z,86400,1,high_risk_country,SAS,MEDIUM
ALT56736,USR13975,515.52,corporate,US,bank_transfer,2026-01-22T14:46:34Z,86400,1,high_amount_outlier,FICO,LOW
ALT5862,USR43714,3517.73,smb,US,bank_transfer,2026-02-11T16:11:34Z,86400,1,cross_border,FICO,LOW
ALT36178,USR43960,1234.23,retail,US,bank_transfer,2026-02-04T19:29:34Z,86400,1,structuring,Actimize,LOW
ALT16206,USR56873,5396.3,corporate,US,bank_transfer,2026-01-22T15:58:34Z,86400,1,rapid_velocity,FICO,MEDIUM
ALT93358,USR44340,641.76,retail,US,bank_transfer,2026-02-05T19:14:34Z,86400,1,rapid_velocity,Actimize,HIGH
ALT7269,USR36390,105660.71,corporate,US,bank_transfer,2026-01-29T16:30:34Z,86400,1,burst_activity,Actimize,LOW
ALT15691,USR9417,470.25,corporate,US,bank_transfer,2026-01-19T02:59:34Z,86400,1,sanctions,Actimize,LOW
ALT20317,USR74336,282.87,corporate,US,bank_transfer,2026-01-30T18:37:34Z,86400,1,high_amount_outlier,Oracle FCC,LOW
ALT15710,USR63675,235.23,retail,US,bank_transfer,2026-01-22T20:06:34Z,86400,1,low_buyer_diversity,FICO,LOW
ALT57287,USR20146,799.18,smb,US,bank_transfer,2026-01-24T15:19:34Z,86400,1,burst_activity,Oracle FCC,LOW
ALT37070,USR70051,83.15,corporate,US,bank_transfer,2026-02-12T15:36:34Z,86400,1,structuring,FICO,MEDIUM
ALT91331,USR44340,1705.89,private_banking,US,bank_transfer,2026-02-07T14:06:34Z,86400,1,structuring,SAS,LOW
ALT26820,USR24547,19388.500564627135,retail,US,bank_transfer,2026-01-21T07:16:34Z,86400,1,high_amount_outlier,NICE,HIGH
ALT54184,USR36390,1397.59,smb,US,bank_transfer,2026-02-11T19:41:34Z,86400,1,sanctions,Oracle FCC,LOW
ALT66348,USR13975,144.48,private_banking,US,bank_transfer,2026-02-03T12:14:34Z,86400,1,low_buyer_diversity,FICO,LOW
ALT62972,USR45038,618.97,smb,US,bank_transfer,2026-02-12T12:25:34Z,86400,1,burst_activity,Actimize,LOW
ALT79841,USR73574,2715.72,smb,US,bank_transfer,2026-02-08T16:37:34Z,86400,1,sanctions,SAS,HIGH
ALT20984,USR68304,34754.23,private_banking,US,bank_transfer,2026-01-27T11:02:34Z,86400,1,smurfing,Oracle FCC,MEDIUM
ALT51237,USR22723,217.67,private_banking,US,bank_transfer,2026-02-02T07:50:34Z,86400,1,sanctions,FICO,LOW
ALT80256,USR35452,15216.608408775388,corporate,US,bank_transfer,2026-02-02T04:56:34Z,86400,1,high_amount_outlier,Oracle FCC,CRITICAL
ALT86437,USR45891,370.32,corporate,US,bank_transfer,2026-02-07T21:05:34Z,86400,1,smurfing,FICO,LOW
ALT62160,USR65442,297.43,corporate,US,bank_transfer,2026-01-24T17:35:34Z,86400,1,dormant,Actimize,LOW
ALT65536,USR49778,375.23,smb,US,bank_transfer,2026-01-27T06:33:34Z,86400,1,rapid_velocity,Oracle FCC,LOW
ALT86548,USR6791,3774.79,private_banking,US,bank_transfer,2026-01-24T14:59:34Z,86400,1,smurfing,NICE,MEDIUM
ALT62861,USR41084,25232.52034557592,retail,US,bank_transfer,2026-01-26T03:57:34Z,86400,1,sanctions,NICE,HIGH
ALT94934,USR78035,32015.3,retail,US,bank_transfer,2026-01-22T02:50:34Z,86400,1,bank_alert,Oracle FCC,LOW
ALT13631,USR36390,2046.67,corporate,US,bank_transfer,2026-01-18T09:02:34Z,86400,1,bank_alert,Actimize,LOW
ALT35441,USR45038,241.05,private_banking,US,bank_transfer,2026-02-14T11:32:34Z,86400,1,sanctions,Oracle FCC,HIGH
ALT12105,USR41084,632.67,private_banking,US,bank_transfer,2026-01-19T12:14:34Z,86400,1,high_risk_country,SAS,LOW
ALT9967,USR62975,329.39,corporate,US,bank_transfer,2026-02-12T22:05:34Z,86400,1,burst_activity,Oracle FCC,LOW
ALT47721,USR22723,3641.33,smb,US,bank_transfer,2026-01-17T08:56:34Z,86400,1,structuring,Actimize,LOW
ALT23366,USR33019,93.86,smb,US,bank_transfer,2026-02-09T14:25:34Z,86400,1,smurfing,FICO,MEDIUM
ALT41308,USR8594,15003.568960943729,smb,US,bank_transfer,2026-01-27T03:11:34Z,86400,1,sanctions,NICE,HIGH
ALT44345,USR65442,451.55,smb,US,bank_transfer,2026-02-01T19:26:34Z,86400,1,cross_border,Actimize,LOW
ALT62470,USR66484,27492.95079172604,smb,US,bank_transfer,2026-01-25T17:55:34Z,86400,1,structuring,Actimize,CRITICAL
ALT94622,USR45891,6971.53,retail,US,bank_transfer,2026-01-31T23:58:34Z,86400,1,flow_through,Oracle FCC,LOW
ALT85088,USR92251,8697.69,smb,US,bank_transfer,2026-01-30T19:51:34Z,86400,1,low_buyer_diversity,Actimize,LOW
ALT38452,USR78691,2427.71,private_banking,US,bank_transfer,2026-02-02T04:09:34Z,86400,1,burst_activity,NICE,MEDIUM
ALT33232,USR23955,968.42,corporate,US,bank_transfer,2026-01-29T01:53:34Z,86400,1,high_risk_country,Oracle FCC,LOW
ALT77305,USR6791,3611.72,retail,US,bank_transfer,2026-02-02T09:03:34Z,86400,1,low_buyer_diversity,NICE,MEDIUM
ALT13241,USR55564,197.01,smb,US,bank_transfer,2026-02-11T01:03:34Z,86400,1,burst_activity,FICO,MEDIUM
ALT54506,USR50560,68.92,smb,US,bank_transfer,2026-01-30T07:37:34Z,86400,1,dormant,FICO,LOW
ALT42878,USR70515,2111.08,smb,US,bank_transfer,2026-01-28T02:55:34Z,86400,1,flow_through,NICE,LOW
ALT19097,USR24547,242.62,corporate,US,bank_transfer,2026-01-21T05:35:34Z,86400,1,cross_border,FICO,MEDIUM
ALT62027,USR45891,994.3,private_banking,US,bank_transfer,2026-01-28T01:43:34Z,86400,1,sanctions,FICO,LOW
ALT32752,USR3726,1312.17,corporate,US,bank_transfer,2026-01-21T01:12:34Z,86400,1,sanctions,Actimize,CRITICAL
ALT19374,USR77837,1591.1,smb,US,bank_transfer,2026-01-22T18:08:34Z,86400,1,rapid_velocity,NICE,LOW
ALT65665,USR11452,4476.91,retail,US,bank_transfer,2026-02-14T20:21:34Z,86400,1,rapid_velocity,NICE,LOW
ALT18245,USR46293,3820.41,retail,US,bank_transfer,2026-01-19T23:06:34Z,86400,1,structuring,NICE,LOW
ALT67611,USR94029,1469.24,private_banking,US,bank_transfer,2026-01-31T17:47:34Z,86400,1,dormant,Actimize,MEDIUM
ALT17047,USR70515,565.09,corporate,US,bank_transfer,2026-02-11T07:25:34Z,86400,1,low_buyer_diversity,NICE,MEDIUM
ALT44040,USR92251,1289.03,corporate,US,bank_transfer,2026-02-14T21:02:34Z,86400,1,bank_alert,NICE,LOW
ALT80990,USR4380,14886.021542210696,corporate,US,bank_transfer,2026-01-21T16:22:34Z,86400,1,structuring,Actimize,HIGH
ALT23635,USR88788,816.77,private_banking,US,bank_transfer,2026-01-22T04:30:34Z,86400,1,smurfing,Oracle FCC,MEDIUM
ALT76994,USR63165,55673.53,private_banking,US,bank_transfer,2026-01-28T11:00:34Z,86400,1,high_risk_country,FICO,LOW
ALT72468,USR11452,1441.28,retail,US,bank_transfer,2026-02-02T21:54:34Z,86400,1,smurfing,FICO,LOW
ALT90362,USR55457,2154.62,smb,US,bank_transfer,2026-02-15T01:47:34Z,86400,1,flow_through,NICE,LOW
ALT17718,USR47156,380.61,retail,US,bank_transfer,2026-01-23T12:17:34Z,86400,1,sanctions,FICO,LOW
ALT71795,USR85858,5065.0,smb,US,bank_transfer,2026-01-22T05:05:34Z,86400,1,dormant,FICO,LOW
ALT93729,USR54542,3430.32,corporate,US,bank_transfer,2026-01-24T21:01:34Z,86400,1,high_amount_outlier,SAS,LOW
ALT76538,USR78155,3466.94,retail,US,bank_transfer,2026-02-12T12:14:34Z,86400,1,low_buyer_diversity,Oracle FCC,LOW
ALT19602,USR66839,1513.74,retail,US,bank_transfer,2026-01-18T04:22:34Z,86400,1,low_buyer_diversity,Oracle FCC,LOW
ALT82393,USR43960,5173.4,smb,US,bank_transfer,2026-01-28T16:25:34Z,86400,1,structuring,Actimize,MEDIUM
ALT11623,USR27675,7387.38,corporate,US,bank_transfer,2026-01-20T20:22:34Z,86400,1,dormant,NICE,MEDIUM
ALT59294,USR76113,1676.81,corporate,US,bank_transfer,2026-01-21T23:49:34Z,86400,1,sanctions,Actimize,LOW
ALT50266,USR36390,923.42,retail,US,bank_transfer,2026-02-13T18:51:34Z,86400,1,burst_activity,SAS,MEDIUM
ALT53576,USR83266,4195.87,retail,US,bank_transfer,2026-01-17T07:55:34Z,86400,1,flow_through,Oracle FCC,LOW
ALT52434,USR8925,282.54,private_banking,US,bank_transfer,2026-01-26T22:14:34Z,86400,1,sanctions,Actimize,LOW
ALT4116,USR16068,373.55,corporate,US,bank_transfer,2026-02-13T17:50:34Z,86400,1,flow_through,SAS,LOW
ALT51310,USR22723,1012.37,private_banking,US,bank_transfer,2026-02-04T12:35:34Z,86400,1,structuring,SAS,LOW
ALT93736,USR54542,80.48,private_banking,US,bank_transfer,2026-01-19T10:23:34Z,86400,1,bank_alert,NICE,LOW
ALT44229,USR43960,3794.82,private_banking,US,bank_transfer,2026-01-31T05:32:34Z,86400,1,cross_border,FICO,LOW
ALT28414,USR88788,258.69,corporate,US,bank_transfer,2026-02-15T09:48:34Z,86400,1,sanctions,FICO,MEDIUM
ALT99485,USR66839,540.65,private_banking,US,bank_transfer,2026-01-29T07:03:34Z,86400,1,rapid_velocity,Oracle FCC,LOW
ALT10800,USR0736,796.38,smb,US,bank_transfer,2026-02-02T03:20:34Z,86400,1,cross_border,FICO,MEDIUM
ALT49141,USR15428,1163.2,private_banking,US,bank_transfer,2026-02-02T05:41:34Z,86400,1,sanctions,NICE,LOW
ALT51746,USR40241,654.92,smb,US,bank_transfer,2026-02-06T02:15:34Z,86400,1,high_risk_country,Actimize,LOW
ALT48316,USR94029,991.23,smb,US,bank_transfer,2026-01-22T21:32:34Z,86400,1,high_risk_country,SAS,MEDIUM
ALT92249,USR88788,1002.81,corporate,US,bank_transfer,2026-02-11T11:18:34Z,86400,1,sanctions,Oracle FCC,LOW
ALT42754,USR9417,560.85,smb,US,bank_transfer,2026-02-15T22:31:34Z,86400,1,sanctions,Oracle FCC,HIGH
ALT97355,USR75808,343.85,retail,US,bank_transfer,2026-01-21T13:22:34Z,86400,1,high_risk_country,NICE,MEDIUM
ALT7615,USR78155,5553.65,private_banking,US,bank_transfer,2026-02-10T19:54:34Z,86400,1,rapid_velocity,SAS,MEDIUM
ALT73658,USR89807,46.68,smb,US,bank_transfer,2026-02-10T18:54:34Z,86400,1,high_risk_country,Actimize,LOW
ALT59702,USR80475,805.47,private_banking,US,bank_transfer,2026-02-08T12:41:34Z,86400,1,cross_border,Oracle FCC,MEDIUM
ALT24813,USR19990,542.75,smb,TR,bank_transfer,2026-01-28T09:45:34Z,86400,1,high_risk_country,NICE,HIGH
ALT23568,USR18946,20687.612639100684,private_banking,AE,bank_transfer,2026-01-31T08:14:34Z,86400,1,cross_border,SAS,HIGH
ALT72247,USR31236,123.79,corporate,US,bank_transfer,2026-02-11T10:57:34Z,86400,1,structuring,FICO,LOW
ALT64122,USR22690,17338.968356308407,private_banking,US,bank_transfer,2026-01-21T20:48:34Z,86400,1,sanctions,NICE,HIGH
ALT61505,USR28832,940.55,private_banking,US,bank_transfer,2026-02-11T03:25:34Z,86400,1,low_buyer_diversity,FICO,LOW
ALT6032,USR16522,5459.49,retail,US,bank_transfer,2026-02-13T21:36:34Z,86400,1,sanctions,Oracle FCC,LOW
ALT60189,USR4380,1804.93,private_banking,US,bank_transfer,2026-02-06T17:40:34Z,86400,1,low_buyer_diversity,Actimize,LOW
ALT98156,USR28832,185.82,private_banking,US,bank_transfer,2026-01-27T12:31:34Z,86400,1,bank_alert,SAS,LOW
ALT2714,USR79683,527.84,corporate,US,bank_transfer,2026-02-03T01:19:34Z,86400,1,high_amount_outlier,Actimize,HIGH
ALT47431,USR82762,4142.59,private_banking,US,bank_transfer,2026-01-18T18:48:34Z,86400,1,bank_alert,NICE,LOW
ALT49942,USR84168,181.06,private_banking,US,bank_transfer,2026-02-14T05:37:34Z,86400,1,burst_activity,NICE,MEDIUM
ALT89777,USR92251,974.61,corporate,US,bank_transfer,2026-01-27T13:15:34Z,86400,1,cross_border,Oracle FCC,MEDIUM
ALT29001,USR9417,1081.73,smb,US,bank_transfer,2026-01-18T23:50:34Z,86400,1,high_risk_country,FICO,MEDIUM
ALT48080,USR70025,614.82,private_banking,US,bank_transfer,2026-02-10T02:44:34Z,86400,1,smurfing,Actimize,LOW
ALT72001,USR82275,62544.13,retail,US,bank_transfer,2026-02-06T00:10:34Z,86400,1,low_buyer_diversity,FICO,LOW
ALT6972,USR63165,590.46,corporate,US,bank_transfer,2026-02-04T23:05:34Z,86400,1,high_risk_country,Actimize,HIGH
ALT80307,USR11452,2153.07,private_banking,US,bank_transfer,2026-01-18T21:40:34Z,86400,1,rapid_velocity,NICE,LOW
ALT82398,USR85507,347.42,private_banking,US,bank_transfer,2026-02-08T19:20:34Z,86400,1,sanctions,NICE,MEDIUM
ALT72244,USR69736,2420.24,smb,US,bank_transfer,2026-02-05T09:36:34Z,86400,1,rapid_velocity,Oracle FCC,LOW
ALT65169,USR82275,4048.82,retail,US,bank_transfer,2026-02-10T02:09:34Z,86400,1,structuring,SAS,LOW
ALT75012,USR9213,453.98,smb,US,bank_transfer,2026-02-11T02:24:34Z,86400,1,sanctions,SAS,HIGH
ALT78393,USR75808,1010.24,private_banking,US,bank_transfer,2026-01-23T15:20:34Z,86400,1,high_risk_country,Actimize,MEDIUM
ALT90435,USR54656,286.31,corporate,US,bank_transfer,2026-01-23T14:23:34Z,86400,1,high_risk_country,FICO,MEDIUM
ALT43388,USR50560,197.04,retail,US,bank_transfer,2026-02-13T23:51:34Z,86400,1,low_buyer_diversity,FICO,MEDIUM
ALT46149,USR46293,5193.66,retail,US,bank_transfer,2026-02-02T05:04:34Z,86400,1,smurfing,NICE,MEDIUM
ALT64155,USR94029,477.71,smb,US,bank_transfer,2026-01-30T10:05:34Z,86400,1,burst_activity,NICE,LOW
ALT20115,USR36663,29.36,smb,US,bank_transfer,2026-01-25T21:31:34Z,86400,1,high_risk_country,Actimize,LOW
ALT85765,USR24547,15491.31,retail,US,bank_transfer,2026-02-05T10:49:34Z,86400,1,burst_activity,SAS,MEDIUM
ALT77280,USR22690,329.26,smb,US,bank_transfer,2026-02-08T21:35:34Z,86400,1,smurfing,FICO,LOW
ALT63474,USR38747,757.82,smb,US,bank_transfer,2026-01-17T08:23:34Z,86400,1,sanctions,SAS,CRITICAL
ALT30863,USR47109,12853.35,retail,US,bank_transfer,2026-02-02T20:37:34Z,86400,1,dormant,Actimize,LOW
ALT35419,USR12992,886.59,retail,US,bank_transfer,2026-02-16T01:57:34Z,86400,1,bank_alert,Oracle FCC,LOW
ALT44062,USR94029,858.34,corporate,US,bank_transfer,2026-01-25T16:47:34Z,86400,1,dormant,NICE,MEDIUM
