alert_id,entity_id,source_system,timestamp_utc,typology,risk_score_source,vendor_metadata,alert_risk_band,rule_name,detection_channel,typology_confidence,user_id,segment,country,direction,amount,sanctions_hit,high_risk_country,repeated_typology,behavioral_baseline_deviation,cross_border,n_hist,peer_segment_percentile,timestamp,_row_index,_errors,_reason
ALT72600,USR44340,FICO,2026-02-13T19:51:53Z,high_amount_outlier,83,"{'rule_name': 'DormantReactivate', 'alert_age_days': 7, 'detection_channel': 'transaction_monitor'}",LOW,DormantReactivate,transaction_monitor,68.7,USR44340,smb,US,out,413.89,False,False,False,0.0,False,0,0.5,2026-02-13T19:51:53Z,74,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT49835,USR82275,FICO,2026-02-24T17:51:53Z,burst_activity,78,"{'rule_name': 'StructPattern', 'alert_age_days': 8}",LOW,StructPattern,network_analytics,49.7,USR82275,smb,US,out,167.34,False,False,False,0.0,False,0,0.5,2026-02-24T17:51:53Z,75,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT2376,USR27675,Oracle FCC,2026-02-10T22:19:53Z,sanctions,27,"{'rule_name': 'PeerOutlier', 'alert_age_days': 3}",LOW,PeerOutlier,surveillance,67.7,USR27675,private_banking,US,out,1603.28,False,False,False,0.0,False,0,0.5,2026-02-10T22:19:53Z,76,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT9327,USR76113,NICE,2026-03-06T16:38:53Z,burst_activity,22,"{'rule_name': 'PeerOutlier', 'alert_age_days': 6, 'detection_channel': 'network_analytics'}",MEDIUM,PeerOutlier,network_analytics,72.3,USR76113,private_banking,US,out,4199.95,False,False,False,0.0,False,0,0.5,2026-03-06T16:38:53Z,77,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT27618,USR20146,Actimize,2026-03-04T02:34:53Z,bank_alert,45,"{'rule_name': 'VelocityThreshold', 'alert_age_days': 5, 'detection_channel': 'screening'}",MEDIUM,VelocityThreshold,screening,83.39532387931908,USR20146,retail,US,out,1652.4,False,False,False,0.0,False,0,0.5,2026-03-04T02:34:53Z,78,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT25122,USR52647,Actimize,2026-02-10T08:21:53Z,high_amount_outlier,68,"{'rule_name': 'AmountSpike', 'alert_age_days': 2, 'detection_channel': 'surveillance'}",LOW,AmountSpike,surveillance,72.4,USR52647,private_banking,US,out,31515.9,False,False,False,0.0,False,0,0.5,2026-02-10T08:21:53Z,79,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT84216,USR43301,NICE,2026-03-02T08:02:53Z,sanctions,76,"{'rule_name': 'SanctionsScreening', 'alert_age_days': 13, 'detection_channel': 'screening'}",HIGH,SanctionsScreening,screening,39.2,USR43301,private_banking,US,out,15790.459927363145,True,False,False,0.0,False,0,0.5,2026-03-02T08:02:53Z,80,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT84514,USR51322,Actimize,2026-02-10T06:27:53Z,flow_through,81,"{'rule_name': 'DormantReactivate', 'alert_age_days': 8}",CRITICAL,DormantReactivate,network_analytics,77.2,USR51322,retail,US,out,29646.89868724081,False,False,True,0.0,False,0,0.5,2026-02-10T06:27:53Z,81,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT85557,USR77837,SAS,2026-02-28T09:25:53Z,sanctions,45,"{'rule_name': 'StructPattern', 'alert_age_days': 11, 'detection_channel': 'network_analytics'}",LOW,StructPattern,network_analytics,75.9,USR77837,retail,US,out,680.59,False,False,False,0.0,False,0,0.5,2026-02-28T09:25:53Z,82,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT64120,USR8594,Actimize,2026-02-09T09:18:53Z,cross_border,32,"{'rule_name': 'VelocityThreshold', 'alert_age_days': 12, 'detection_channel': 'network_analytics'}",LOW,VelocityThreshold,network_analytics,76.4,USR8594,corporate,US,out,2218.41,False,False,False,0.0,False,0,0.5,2026-02-09T09:18:53Z,83,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT56060,USR88788,Actimize,2026-02-21T09:38:53Z,rapid_velocity,21,"{'rule_name': 'DormantReactivate', 'alert_age_days': 0, 'detection_channel': 'surveillance'}",LOW,DormantReactivate,surveillance,35.0,USR88788,retail,US,out,311.99,False,False,False,0.0,False,0,0.5,2026-02-21T09:38:53Z,84,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT65265,USR85858,Oracle FCC,2026-02-26T11:48:53Z,cross_border,31,"{'rule_name': 'AmountSpike', 'alert_age_days': 9, 'detection_channel': 'network_analytics'}",HIGH,AmountSpike,network_analytics,60.4,USR85858,corporate,RU,out,21971.25847857241,False,True,False,0.0,False,0,0.5,2026-02-26T11:48:53Z,85,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT41273,USR77837,Actimize,2026-02-28T14:53:53Z,cross_border,24,"{'rule_name': 'PEPMatch', 'alert_age_days': 2, 'detection_channel': 'screening'}",LOW,PEPMatch,screening,57.8,USR77837,retail,US,out,1886.35,False,False,False,0.0,False,0,0.5,2026-02-28T14:53:53Z,86,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT67349,USR44568,Actimize,2026-02-19T07:32:53Z,high_amount_outlier,84,"{'rule_name': 'DormantReactivate', 'alert_age_days': 5, 'detection_channel': 'screening'}",MEDIUM,DormantReactivate,screening,49.835926893811376,USR44568,corporate,US,out,1611.13,False,False,False,0.0,False,11,0.5,2026-02-19T07:32:53Z,87,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT79649,USR55457,Oracle FCC,2026-03-06T09:43:53Z,low_buyer_diversity,40,"{'rule_name': 'PEPMatch', 'alert_age_days': 0, 'detection_channel': 'network_analytics'}",LOW,PEPMatch,network_analytics,45.1,USR55457,retail,US,out,3073.06,False,False,False,0.0,False,0,0.5,2026-03-06T09:43:53Z,88,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT76526,USR85858,Actimize,2026-03-01T23:39:53Z,high_risk_country,81,"{'rule_name': 'StructPattern', 'alert_age_days': 6}",LOW,StructPattern,transaction_monitor,60.0,USR85858,retail,US,out,14533.98,False,False,False,0.0,False,0,0.5,2026-03-01T23:39:53Z,89,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT61768,USR22723,Oracle FCC,2026-02-13T00:06:53Z,cross_border,61,"{'rule_name': 'AmountSpike', 'alert_age_days': 5}",MEDIUM,AmountSpike,surveillance,92.23214067131032,USR22723,retail,US,out,1417.19,False,False,False,0.0,False,8,0.5,2026-02-13T00:06:53Z,90,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT6752,USR78605,Actimize,2026-02-26T21:26:53Z,cross_border,60,"{'rule_name': 'StructPattern', 'alert_age_days': 7}",LOW,StructPattern,transaction_monitor,46.1,USR78605,retail,US,out,925.6,False,False,False,0.0,False,0,0.5,2026-02-26T21:26:53Z,91,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT72769,USR85858,Actimize,2026-02-28T16:08:53Z,sanctions,54,"{'rule_name': 'DormantReactivate', 'alert_age_days': 4}",MEDIUM,DormantReactivate,surveillance,86.4,USR85858,corporate,US,out,10541.55,False,False,False,0.0,False,0,0.8569628256347445,2026-02-28T16:08:53Z,92,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT37293,USR45045,Actimize,2026-02-16T18:22:53Z,burst_activity,81,"{'rule_name': 'StructPattern', 'alert_age_days': 11}",LOW,StructPattern,screening,67.1,USR45045,retail,US,out,4681.27,False,False,False,0.0,False,0,0.5,2026-02-16T18:22:53Z,93,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT74622,USR97561,NICE,2026-02-28T21:40:53Z,high_amount_outlier,23,"{'rule_name': 'AmountSpike', 'alert_age_days': 7}",HIGH,AmountSpike,screening,81.7,USR97561,private_banking,US,out,677.58,False,False,True,0.0,False,0,0.5,2026-02-28T21:40:53Z,94,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT54412,USR45038,NICE,2026-03-05T16:58:53Z,rapid_velocity,26,"{'rule_name': 'CrossBorderFlow', 'alert_age_days': 3, 'detection_channel': 'screening'}",LOW,CrossBorderFlow,screening,62.1,USR45038,corporate,US,out,1105.2,False,False,False,0.0,False,0,0.5,2026-03-05T16:58:53Z,95,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT88236,USR20146,FICO,2026-03-03T06:28:53Z,cross_border,51,"{'rule_name': 'StructPattern', 'alert_age_days': 5}",LOW,StructPattern,screening,63.9,USR20146,smb,US,out,1470.08,False,False,False,0.0,False,0,0.5,2026-03-03T06:28:53Z,96,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT34506,USR97068,SAS,2026-03-01T15:10:53Z,flow_through,49,"{'rule_name': 'VelocityThreshold', 'alert_age_days': 12, 'detection_channel': 'screening'}",LOW,VelocityThreshold,screening,72.1,USR97068,private_banking,US,out,1886.95,False,False,False,0.0,False,0,0.5,2026-03-01T15:10:53Z,97,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT93207,USR22723,Actimize,2026-02-25T18:59:53Z,cross_border,60,"{'rule_name': 'DormantReactivate', 'alert_age_days': 5, 'detection_channel': 'screening'}",HIGH,DormantReactivate,screening,93.1,USR22723,corporate,CY,out,143.32,False,True,False,0.0,False,0,0.5,2026-02-25T18:59:53Z,98,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT84602,USR44568,FICO,2026-02-14T20:56:53Z,structuring,75,"{'rule_name': 'PEPMatch', 'alert_age_days': 6}",MEDIUM,PEPMatch,surveillance,73.13351802974037,USR44568,corporate,US,out,108.45,False,False,False,0.0,False,0,0.5,2026-02-14T20:56:53Z,99,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT33779,USR35452,SAS,2026-03-02T14:42:53Z,sanctions,64,"{'rule_name': 'StructPattern', 'alert_age_days': 3}",LOW,StructPattern,network_analytics,65.9,USR35452,retail,US,out,289.72,False,False,False,0.0,False,0,0.5,2026-03-02T14:42:53Z,100,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT48774,USR8594,FICO,2026-02-17T16:22:53Z,cross_border,39,"{'rule_name': 'AmountSpike', 'alert_age_days': 5, 'detection_channel': 'surveillance'}",LOW,AmountSpike,surveillance,70.9,USR8594,corporate,US,out,257.98,False,False,False,0.0,False,0,0.5,2026-02-17T16:22:53Z,101,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT53602,USR71747,NICE,2026-02-22T17:19:53Z,cross_border,44,"{'rule_name': 'StructPattern', 'alert_age_days': 3}",MEDIUM,StructPattern,surveillance,80.2,USR71747,corporate,US,out,417.49,False,False,False,0.0,False,0,0.8236168929288397,2026-02-22T17:19:53Z,102,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT77093,USR82275,Oracle FCC,2026-02-16T04:32:53Z,high_risk_country,76,"{'rule_name': 'SanctionsScreening', 'alert_age_days': 7, 'detection_channel': 'network_analytics'}",MEDIUM,SanctionsScreening,network_analytics,44.41275971260718,USR82275,private_banking,US,out,2841.44,False,False,False,0.0,False,7,0.5,2026-02-16T04:32:53Z,103,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT69225,USR18254,FICO,2026-02-16T03:31:53Z,structuring,35,"{'rule_name': 'AmountSpike', 'alert_age_days': 9}",LOW,AmountSpike,network_analytics,65.1,USR18254,smb,US,out,851.17,False,False,False,0.0,False,0,0.5,2026-02-16T03:31:53Z,104,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT85348,USR89311,Actimize,2026-02-11T11:37:53Z,structuring,57,"{'rule_name': 'PEPMatch', 'alert_age_days': 10, 'detection_channel': 'transaction_monitor'}",HIGH,PEPMatch,transaction_monitor,62.7,USR89311,corporate,US,out,28876.13920155476,False,False,False,0.0,False,0,0.5,2026-02-11T11:37:53Z,105,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT37616,USR44340,SAS,2026-03-07T14:17:53Z,low_buyer_diversity,60,"{'rule_name': 'StructPattern', 'alert_age_days': 8}",LOW,StructPattern,surveillance,92.7,USR44340,smb,US,out,174.78,False,False,False,0.0,False,0,0.5,2026-03-07T14:17:53Z,106,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT50973,USR70051,Oracle FCC,2026-02-11T04:33:53Z,smurfing,76,"{'rule_name': 'VelocityThreshold', 'alert_age_days': 11, 'detection_channel': 'transaction_monitor'}",LOW,VelocityThreshold,transaction_monitor,63.6,USR70051,retail,US,out,548.69,False,False,False,0.0,False,0,0.5,2026-02-11T04:33:53Z,107,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT43655,USR44340,FICO,2026-02-09T08:15:53Z,structuring,73,"{'rule_name': 'DormantReactivate', 'alert_age_days': 9, 'detection_channel': 'transaction_monitor'}",LOW,DormantReactivate,transaction_monitor,61.8,USR44340,retail,US,out,2646.22,False,False,False,0.0,False,0,0.5,2026-02-09T08:15:53Z,108,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT91044,USR77394,NICE,2026-03-06T20:09:53Z,high_amount_outlier,54,"{'rule_name': 'PeerOutlier', 'alert_age_days': 3}",MEDIUM,PeerOutlier,network_analytics,100.0,USR77394,private_banking,US,out,2676.94,False,False,False,0.0,False,0,0.5,2026-03-06T20:09:53Z,109,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT31192,USR73574,FICO,2026-02-23T09:45:53Z,high_risk_country,43,"{'rule_name': 'PEPMatch', 'alert_age_days': 10}",MEDIUM,PEPMatch,transaction_monitor,69.53345652576593,USR73574,corporate,US,out,369.87,False,False,False,0.0,False,2,0.5,2026-02-23T09:45:53Z,110,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT59124,USR85828,Actimize,2026-02-19T21:26:53Z,cross_border,47,"{'rule_name': 'SanctionsScreening', 'alert_age_days': 9, 'detection_channel': 'network_analytics'}",HIGH,SanctionsScreening,network_analytics,42.3,USR85828,smb,AE,out,18090.646421027355,False,True,False,0.0,False,0,0.5,2026-02-19T21:26:53Z,111,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT12896,USR9213,Oracle FCC,2026-02-28T21:08:53Z,burst_activity,50,"{'rule_name': 'PEPMatch', 'alert_age_days': 2}",LOW,PEPMatch,network_analytics,44.8,USR9213,corporate,US,out,29681.28,False,False,False,0.0,False,0,0.5,2026-02-28T21:08:53Z,112,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT85176,USR82762,NICE,2026-02-18T06:08:53Z,burst_activity,36,"{'rule_name': 'PeerOutlier', 'alert_age_days': 13, 'detection_channel': 'network_analytics'}",MEDIUM,PeerOutlier,network_analytics,59.98249297968431,USR82762,retail,US,out,1068.06,False,False,False,0.0,False,8,0.5,2026-02-18T06:08:53Z,113,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT39037,USR55457,Oracle FCC,2026-02-10T14:15:53Z,smurfing,66,"{'rule_name': 'CrossBorderFlow', 'alert_age_days': 3, 'detection_channel': 'surveillance'}",MEDIUM,CrossBorderFlow,surveillance,53.64226896742344,USR55457,retail,US,out,387.7,False,False,False,0.0,False,0,0.5,2026-02-10T14:15:53Z,114,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT34718,USR27675,Oracle FCC,2026-02-28T15:31:53Z,rapid_velocity,35,"{'rule_name': 'AmountSpike', 'alert_age_days': 13}",LOW,AmountSpike,network_analytics,59.4,USR27675,corporate,US,out,845.02,False,False,False,0.0,False,0,0.5,2026-02-28T15:31:53Z,115,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT58708,USR64385,SAS,2026-02-12T00:52:53Z,low_buyer_diversity,68,"{'rule_name': 'StructPattern', 'alert_age_days': 11}",MEDIUM,StructPattern,transaction_monitor,82.3,USR64385,corporate,US,out,1259.24,False,False,False,0.0,False,11,0.5,2026-02-12T00:52:53Z,116,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT50382,USR77394,SAS,2026-02-23T08:18:53Z,high_risk_country,76,"{'rule_name': 'AmountSpike', 'alert_age_days': 11}",MEDIUM,AmountSpike,network_analytics,98.07633533634842,USR77394,private_banking,US,out,874.15,False,False,False,0.0,False,7,0.5,2026-02-23T08:18:53Z,117,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT84948,USR69736,SAS,2026-03-07T05:28:53Z,structuring,92,"{'rule_name': 'CrossBorderFlow', 'alert_age_days': 13, 'detection_channel': 'transaction_monitor'}",HIGH,CrossBorderFlow,transaction_monitor,32.2,USR69736,private_banking,US,out,25817.21856070637,False,False,False,0.0,False,0,0.5,2026-03-07T05:28:53Z,118,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT53609,USR45038,Oracle FCC,2026-03-06T20:10:53Z,bank_alert,28,"{'rule_name': 'VelocityThreshold', 'alert_age_days': 12, 'detection_channel': 'screening'}",LOW,VelocityThreshold,screening,68.8,USR45038,smb,US,out,125.82,False,False,False,0.0,False,0,0.5,2026-03-06T20:10:53Z,119,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT52181,USR51322,FICO,2026-02-17T13:54:53Z,bank_alert,76,"{'rule_name': 'StructPattern', 'alert_age_days': 0, 'detection_channel': 'transaction_monitor'}",LOW,StructPattern,transaction_monitor,40.5,USR51322,private_banking,US,out,258.8,False,False,False,0.0,False,0,0.5,2026-02-17T13:54:53Z,120,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT11392,USR44568,FICO,2026-03-02T03:58:53Z,dormant,26,"{'rule_name': 'DormantReactivate', 'alert_age_days': 5, 'detection_channel': 'screening'}",LOW,DormantReactivate,screening,94.0,USR44568,smb,US,out,876.55,False,False,False,0.0,False,0,0.5,2026-03-02T03:58:53Z,121,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT3171,USR43301,Oracle FCC,2026-02-25T03:16:53Z,sanctions,45,"{'rule_name': 'CrossBorderFlow', 'alert_age_days': 0, 'detection_channel': 'surveillance'}",LOW,CrossBorderFlow,surveillance,41.4,USR43301,private_banking,US,out,855.85,False,False,False,0.0,False,0,0.5,2026-02-25T03:16:53Z,122,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT40456,USR77394,NICE,2026-02-21T03:17:53Z,high_amount_outlier,33,"{'rule_name': 'PEPMatch', 'alert_age_days': 6}",LOW,PEPMatch,screening,72.6,USR77394,retail,US,out,469.05,False,False,False,0.0,False,0,0.5,2026-02-21T03:17:53Z,123,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT99821,USR77394,Oracle FCC,2026-02-10T22:53:53Z,low_buyer_diversity,32,"{'rule_name': 'AmountSpike', 'alert_age_days': 4, 'detection_channel': 'network_analytics'}",LOW,AmountSpike,network_analytics,52.2,USR77394,retail,US,out,840.91,False,False,False,0.0,False,0,0.5,2026-02-10T22:53:53Z,124,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT91815,USR71747,Oracle FCC,2026-02-18T01:07:53Z,cross_border,33,"{'rule_name': 'PEPMatch', 'alert_age_days': 2, 'detection_channel': 'surveillance'}",LOW,PEPMatch,surveillance,73.6,USR71747,retail,US,out,1201.74,False,False,False,0.0,False,0,0.5,2026-02-18T01:07:53Z,125,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT63268,USR75808,Actimize,2026-02-26T07:31:53Z,bank_alert,23,"{'rule_name': 'PeerOutlier', 'alert_age_days': 1}",MEDIUM,PeerOutlier,surveillance,58.0,USR75808,private_banking,US,out,4163.54,False,False,False,0.0,False,9,0.8007921659426391,2026-02-26T07:31:53Z,126,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT63451,USR9213,SAS,2026-03-08T08:31:53Z,high_risk_country,81,"{'rule_name': 'VelocityThreshold', 'alert_age_days': 3}",LOW,VelocityThreshold,network_analytics,81.7,USR9213,retail,US,out,945.0,False,False,False,0.0,False,0,0.5,2026-03-08T08:31:53Z,127,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT39758,USR22723,NICE,2026-02-06T21:40:53Z,dormant,24,"{'rule_name': 'StructPattern', 'alert_age_days': 0}",LOW,StructPattern,screening,45.7,USR22723,private_banking,US,out,1995.51,False,False,False,0.0,False,0,0.5,2026-02-06T21:40:53Z,128,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT18572,USR82762,Oracle FCC,2026-02-28T06:56:53Z,sanctions,49,"{'rule_name': 'PeerOutlier', 'alert_age_days': 12, 'detection_channel': 'screening'}",MEDIUM,PeerOutlier,screening,98.0999697859808,USR82762,corporate,US,out,486.68,False,False,False,0.0,False,9,0.814745579153359,2026-02-28T06:56:53Z,129,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT1846,USR71747,Actimize,2026-03-04T03:30:53Z,burst_activity,72,"{'rule_name': 'DormantReactivate', 'alert_age_days': 7}",LOW,DormantReactivate,network_analytics,64.0,USR71747,retail,US,out,2586.71,False,False,False,0.0,False,0,0.5,2026-03-04T03:30:53Z,130,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT34546,USR9417,SAS,2026-03-07T07:00:53Z,structuring,94,"{'rule_name': 'CrossBorderFlow', 'alert_age_days': 13, 'detection_channel': 'surveillance'}",LOW,CrossBorderFlow,surveillance,81.4,USR9417,private_banking,US,out,1926.76,False,False,False,0.0,False,0,0.5,2026-03-07T07:00:53Z,131,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT32330,USR40241,FICO,2026-02-19T11:17:53Z,high_risk_country,84,"{'rule_name': 'DormantReactivate', 'alert_age_days': 7, 'detection_channel': 'surveillance'}",LOW,DormantReactivate,surveillance,87.8,USR40241,retail,US,out,4018.75,False,False,False,0.0,False,0,0.5,2026-02-19T11:17:53Z,132,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT19968,USR78155,NICE,2026-02-10T07:27:53Z,sanctions,30,"{'rule_name': 'PEPMatch', 'alert_age_days': 7}",MEDIUM,PEPMatch,screening,100.0,USR78155,retail,US,out,3197.71,False,False,False,0.0,False,0,0.5,2026-02-10T07:27:53Z,133,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT26657,USR63165,Actimize,2026-02-14T21:14:53Z,structuring,94,"{'rule_name': 'AmountSpike', 'alert_age_days': 9}",MEDIUM,AmountSpike,transaction_monitor,45.2,USR63165,corporate,US,out,2652.09,False,False,False,0.0,False,8,0.5,2026-02-14T21:14:53Z,134,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT3457,USR92675,NICE,2026-03-04T06:32:53Z,bank_alert,69,"{'rule_name': 'VelocityThreshold', 'alert_age_days': 5, 'detection_channel': 'transaction_monitor'}",LOW,VelocityThreshold,transaction_monitor,49.5,USR92675,smb,US,out,946.12,False,False,False,0.0,False,0,0.5,2026-03-04T06:32:53Z,135,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT61187,USR97068,SAS,2026-03-05T02:15:53Z,smurfing,33,"{'rule_name': 'CrossBorderFlow', 'alert_age_days': 11}",LOW,CrossBorderFlow,transaction_monitor,47.0,USR97068,smb,US,out,1583.53,False,False,False,0.0,False,0,0.5,2026-03-05T02:15:53Z,136,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT92817,USR55457,SAS,2026-02-25T20:50:53Z,smurfing,53,"{'rule_name': 'PEPMatch', 'alert_age_days': 10}",MEDIUM,PEPMatch,transaction_monitor,47.9,USR55457,retail,US,out,5405.99,False,False,False,0.0,False,10,0.9232192563881734,2026-02-25T20:50:53Z,137,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT69388,USR22723,FICO,2026-02-10T10:31:53Z,structuring,88,"{'rule_name': 'SanctionsScreening', 'alert_age_days': 7}",MEDIUM,SanctionsScreening,surveillance,93.70764434808495,USR22723,corporate,US,out,412.36,False,False,False,0.0,False,2,0.8326618019542593,2026-02-10T10:31:53Z,138,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT45372,USR83973,FICO,2026-02-10T09:56:53Z,cross_border,49,"{'rule_name': 'SanctionsScreening', 'alert_age_days': 12}",CRITICAL,SanctionsScreening,transaction_monitor,97.6,USR83973,retail,US,out,17772.386535521095,False,False,False,0.0,True,0,0.5,2026-02-10T09:56:53Z,139,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT42606,USR8594,NICE,2026-02-21T02:26:53Z,smurfing,33,"{'rule_name': 'PEPMatch', 'alert_age_days': 2}",LOW,PEPMatch,surveillance,97.3,USR8594,retail,US,out,1439.64,False,False,False,0.0,False,0,0.5,2026-02-21T02:26:53Z,140,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT31445,USR54542,SAS,2026-02-24T09:41:53Z,bank_alert,85,"{'rule_name': 'VelocityThreshold', 'alert_age_days': 7}",MEDIUM,VelocityThreshold,network_analytics,87.6529848134107,USR54542,corporate,US,out,2044.52,False,False,False,0.0,False,3,0.5,2026-02-24T09:41:53Z,141,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT15098,USR45038,Oracle FCC,2026-02-07T17:27:53Z,bank_alert,91,"{'rule_name': 'CrossBorderFlow', 'alert_age_days': 8}",LOW,CrossBorderFlow,network_analytics,73.5,USR45038,smb,US,out,318.57,False,False,False,0.0,False,0,0.5,2026-02-07T17:27:53Z,142,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT60248,USR9213,Actimize,2026-02-27T08:08:53Z,rapid_velocity,93,"{'rule_name': 'VelocityThreshold', 'alert_age_days': 6, 'detection_channel': 'screening'}",LOW,VelocityThreshold,screening,88.5,USR9213,corporate,US,out,980.3,False,False,False,0.0,False,0,0.5,2026-02-27T08:08:53Z,143,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT57085,USR43301,Oracle FCC,2026-02-23T02:11:53Z,rapid_velocity,91,"{'rule_name': 'VelocityThreshold', 'alert_age_days': 3, 'detection_channel': 'transaction_monitor'}",MEDIUM,VelocityThreshold,transaction_monitor,100.0,USR43301,retail,US,out,952.42,False,False,False,0.0,False,0,0.5,2026-02-23T02:11:53Z,144,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT1724,USR65456,Actimize,2026-02-07T03:00:53Z,high_risk_country,85,"{'rule_name': 'SanctionsScreening', 'alert_age_days': 9}",LOW,SanctionsScreening,network_analytics,43.9,USR65456,corporate,US,out,39.53,False,False,False,0.0,False,0,0.5,2026-02-07T03:00:53Z,145,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT42136,USR8925,NICE,2026-02-09T15:02:53Z,cross_border,54,"{'rule_name': 'PEPMatch', 'alert_age_days': 4}",HIGH,PEPMatch,transaction_monitor,65.9,USR8925,private_banking,TR,out,788.88,False,True,False,0.0,False,0,0.5,2026-02-09T15:02:53Z,146,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT28523,USR52647,SAS,2026-02-20T09:15:53Z,high_amount_outlier,34,"{'rule_name': 'StructPattern', 'alert_age_days': 11, 'detection_channel': 'surveillance'}",LOW,StructPattern,surveillance,86.6,USR52647,smb,US,out,866.12,False,False,False,0.0,False,0,0.5,2026-02-20T09:15:53Z,147,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT17857,USR9417,SAS,2026-02-28T10:24:53Z,flow_through,66,"{'rule_name': 'PeerOutlier', 'alert_age_days': 12, 'detection_channel': 'surveillance'}",LOW,PeerOutlier,surveillance,50.6,USR9417,smb,US,out,862.26,False,False,False,0.0,False,0,0.5,2026-02-28T10:24:53Z,148,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT70599,USR92675,Actimize,2026-03-03T12:26:53Z,smurfing,36,"{'rule_name': 'DormantReactivate', 'alert_age_days': 5}",MEDIUM,DormantReactivate,transaction_monitor,76.79405343835201,USR92675,corporate,US,out,9171.64,False,False,False,0.0,False,0,0.904222899762232,2026-03-03T12:26:53Z,149,['vendor_metadata must be a dict'],vendor_metadata must be a dict
