alert_id,created_at,grouping_variant,evaluation_label_is_sar,source_account_key,source_bank,dominant_destination_bank,dominant_currency,dominant_payment_format,typology,pattern_assigned,transaction_count,total_amount,total_amount_usd,max_amount,max_amount_usd,mean_amount,mean_amount_usd,min_amount,min_amount_usd,median_amount,median_amount_usd,std_amount,std_amount_usd,amount_range,amount_range_usd,amount_per_transaction,amount_per_transaction_usd,unique_destination_accounts,unique_destination_banks,repeated_counterparty_ratio,top_counterparty_tx_share,top_counterparty_amount_share,time_span_hours,avg_gap_hours,max_gap_hours,currency_count,has_mixed_currencies,payment_format_count,same_bank_ratio,cross_bank_ratio,round_amount_ratio,night_ratio,weekend_ratio,created_hour,created_day_of_week,ach_ratio,wire_ratio,cash_ratio,cheque_ratio,credit_card_ratio,reinvestment_ratio,bitcoin_ratio
LI-A0057,2022-09-02T00:00:00Z,source_account_24h,0,101:LI-SRC-19,101,300,US Dollar,ach,unknown,0,1,3480.0,3480.0,3480.0,3480.0,3480.0,3480.0,3480.0,3480.0,3480.0,3480.0,0.0,0.0,0.0,0.0,3480.0,3480.0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LI-A0058,2022-09-03T00:00:00Z,source_account_24h,0,102:LI-SRC-19,102,300,US Dollar,ach,unknown,0,1,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,0.0,0.0,0.0,0.0,3540.0,3540.0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LI-A0059,2022-09-04T00:00:00Z,source_account_24h,0,103:LI-SRC-19,103,300,US Dollar,ach,unknown,0,1,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,0.0,0.0,0.0,0.0,3600.0,3600.0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LI-A0060,2022-09-05T00:00:00Z,source_account_24h,1,104:LI-SRC-20,104,300,US Dollar,wire,unknown,0,4,732000.0,740784.0,292800.0,298656.0,183000.0,185196.0,73200.0,73200.0,183000.0,184464.0,81840.0879764923,83496.14400677435,219600.0,225456.0,183000.0,185196.0,4,4,0.0,0.25,0.4031620553359684,3.0,1.0,1.0,2,1,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LI-A0061,2022-09-06T00:00:00Z,source_account_24h,0,105:LI-SRC-20,105,300,US Dollar,ach,unknown,0,1,3720.0,3720.0,3720.0,3720.0,3720.0,3720.0,3720.0,3720.0,3720.0,3720.0,0.0,0.0,0.0,0.0,3720.0,3720.0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LI-A0062,2022-09-07T00:00:00Z,source_account_24h,0,106:LI-SRC-20,106,300,US Dollar,ach,unknown,0,1,3780.0,3780.0,3780.0,3780.0,3780.0,3780.0,3780.0,3780.0,3780.0,3780.0,0.0,0.0,0.0,0.0,3780.0,3780.0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LI-A0063,2022-09-08T00:00:00Z,source_account_24h,0,100:LI-SRC-21,100,300,US Dollar,ach,unknown,0,1,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,0.0,0.0,0.0,0.0,3840.0,3840.0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LI-A0064,2022-09-09T00:00:00Z,source_account_24h,1,101:LI-SRC-21,101,300,US Dollar,wire,unknown,0,4,780000.0,789360.0,312000.0,318240.0,195000.0,197340.0,78000.0,78000.0,195000.0,196560.0,87206.65112249179,88971.30099082513,234000.0,240240.0,195000.0,197340.0,4,4,0.0,0.25,0.4031620553359684,3.0,1.0,1.0,2,1,1,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LI-A0065,2022-09-10T00:00:00Z,source_account_24h,0,102:LI-SRC-21,102,300,US Dollar,ach,unknown,0,1,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,0.0,0.0,0.0,0.0,3960.0,3960.0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LI-A0066,2022-09-11T00:00:00Z,source_account_24h,0,103:LI-SRC-22,103,300,US Dollar,ach,unknown,0,1,4020.0,4020.0,4020.0,4020.0,4020.0,4020.0,4020.0,4020.0,4020.0,4020.0,0.0,0.0,0.0,0.0,4020.0,4020.0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0.0,1.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LI-A0067,2022-09-12T00:00:00Z,source_account_24h,0,104:LI-SRC-22,104,300,US Dollar,ach,unknown,0,1,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,0.0,0.0,0.0,0.0,4080.0,4080.0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LI-A0068,2022-09-13T00:00:00Z,source_account_24h,1,105:LI-SRC-22,105,300,US Dollar,wire,unknown,0,4,828000.0,837936.0,331200.0,337824.0,207000.0,209484.0,82800.0,82800.0,207000.0,208656.0,92573.2142684913,94446.4579748759,248400.0,255024.0,207000.0,209484.0,4,4,0.0,0.25,0.4031620553359684,3.0,1.0,1.0,2,1,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LI-A0069,2022-09-14T00:00:00Z,source_account_24h,0,106:LI-SRC-23,106,300,US Dollar,ach,unknown,0,1,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,0.0,0.0,0.0,0.0,4200.0,4200.0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LI-A0070,2022-09-15T00:00:00Z,source_account_24h,0,100:LI-SRC-23,100,300,US Dollar,ach,unknown,0,1,4260.0,4260.0,4260.0,4260.0,4260.0,4260.0,4260.0,4260.0,4260.0,4260.0,0.0,0.0,0.0,0.0,4260.0,4260.0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LI-A0071,2022-09-16T00:00:00Z,source_account_24h,0,101:LI-SRC-23,101,300,US Dollar,ach,unknown,0,1,4320.0,4320.0,4320.0,4320.0,4320.0,4320.0,4320.0,4320.0,4320.0,4320.0,0.0,0.0,0.0,0.0,4320.0,4320.0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LI-A0072,2022-09-17T00:00:00Z,source_account_24h,1,102:LI-SRC-24,102,300,US Dollar,wire,unknown,0,4,876000.0,886512.0,350400.0,357408.0,219000.0,221628.0,87600.0,87600.0,219000.0,220752.0,97939.77741449079,99921.61495892669,262800.0,269808.0,219000.0,221628.0,4,4,0.0,0.25,0.4031620553359684,3.0,1.0,1.0,2,1,1,0.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LI-A0073,2022-09-18T00:00:00Z,source_account_24h,0,103:LI-SRC-24,103,300,US Dollar,ach,unknown,0,1,4440.0,4440.0,4440.0,4440.0,4440.0,4440.0,4440.0,4440.0,4440.0,4440.0,0.0,0.0,0.0,0.0,4440.0,4440.0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0.0,1.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LI-A0074,2022-09-19T00:00:00Z,source_account_24h,0,104:LI-SRC-24,104,300,US Dollar,ach,unknown,0,1,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,0.0,0.0,0.0,0.0,4500.0,4500.0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LI-A0075,2022-09-20T00:00:00Z,source_account_24h,0,105:LI-SRC-25,105,300,US Dollar,ach,unknown,0,1,4560.0,4560.0,4560.0,4560.0,4560.0,4560.0,4560.0,4560.0,4560.0,4560.0,0.0,0.0,0.0,0.0,4560.0,4560.0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LI-A0076,2022-09-21T00:00:00Z,source_account_24h,1,106:LI-SRC-25,106,300,US Dollar,wire,unknown,0,4,924000.0,935088.0,369600.0,376992.0,231000.0,233772.0,92400.0,92400.0,231000.0,232848.0,103306.34056049028,105396.77194297746,277200.0,284592.0,231000.0,233772.0,4,4,0.0,0.25,0.4031620553359684,3.0,1.0,1.0,2,1,1,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LI-A0077,2022-09-22T00:00:00Z,source_account_24h,0,100:LI-SRC-25,100,300,US Dollar,ach,unknown,0,1,4680.0,4680.0,4680.0,4680.0,4680.0,4680.0,4680.0,4680.0,4680.0,4680.0,0.0,0.0,0.0,0.0,4680.0,4680.0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LI-A0078,2022-09-23T00:00:00Z,source_account_24h,0,101:LI-SRC-26,101,300,US Dollar,ach,unknown,0,1,4740.0,4740.0,4740.0,4740.0,4740.0,4740.0,4740.0,4740.0,4740.0,4740.0,0.0,0.0,0.0,0.0,4740.0,4740.0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LI-A0079,2022-09-24T00:00:00Z,source_account_24h,0,102:LI-SRC-26,102,300,US Dollar,ach,unknown,0,1,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,0.0,0.0,0.0,0.0,4800.0,4800.0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
